(scrambled) Authors,Abstract Link,Authors,Cited-By Count,Cited-By Link,DOI,Date,EID,Funding Agency,Page Range,PubMed ID,Scopus ID,Scopus Link,SearchedAuthor,Source Title,Title,Type
,https://api.elsevier.com/content/abstract/scopus_id/84918505366,Sanjay Pandey;Debra L. Byler;Mark Hallett,1,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84918505366&origin=inward,10.1001/jamaneurol.2014.1077,2014-01-01,2-s2.0-84918505366,NIH,1574-1575,25347119.0,84918505366,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84918505366&origin=inward,Hallett,JAMA Neurology,Hemidystonia with one eye-of-the-tiger sign,Article
,https://api.elsevier.com/content/abstract/scopus_id/85018320139,Fatta B. Nahab;Carine Maurer;Qian Shen;Mark Hallett;Prantik Kundu,6,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85018320139&origin=inward,10.1371/journal.pone.0172502,2017-04-01,2-s2.0-85018320139,,,28448504.0,85018320139,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85018320139&origin=inward,Hallett,PLoS ONE,Impaired sense of agency in functional movement disorders: An fMRI study,Article
,https://api.elsevier.com/content/abstract/scopus_id/0035964792,J. V. Haxby;M. I. Gobbini;A. Ishai;J. L. Schouten;M. L. Furey;P. Pietrini,2180,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0035964792&origin=inward,10.1126/science.1063736,2001-09-28,2-s2.0-0035964792,,2425-2430,11577229.0,35964792,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0035964792&origin=inward,Hallett,Science,Distributed and overlapping representations of faces and objects in ventral temporal cortex,Article
,https://api.elsevier.com/content/abstract/scopus_id/0036150870,Elizabeth A. Hoffman;James V. Haxby;M. Ida Gobbini,791,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0036150870&origin=inward,10.1016/S0006-3223(01)01330-0,2002-01-01,2-s2.0-0036150870,,59-67,11801231.0,36150870,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0036150870&origin=inward,Hallett,Biological Psychiatry,Human neural systems for face recognition and social communication,Review
,https://api.elsevier.com/content/abstract/scopus_id/1842732156,Pietro Pietrini;Emiliano Ricciardi;M. Ida Gobbini;W. H.Carolyn Wu;Maura L. Furey;Leonardo Cohen;Mario Guazzelli;James V. Haxby,294,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=1842732156&origin=inward,10.1073/pnas.0400707101,2004-04-13,2-s2.0-1842732156,,5658-5663,15064396.0,1842732156,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=1842732156&origin=inward,Cohen,Proceedings of the National Academy of Sciences of the United States of America,Beyond sensory images: Object-based representation in the human ventral pathway,Article
,https://api.elsevier.com/content/abstract/scopus_id/4143076897,Tara Harrison;James V. Haxby;Ellen Leibenluft;M. Ida Gobbini,288,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=4143076897&origin=inward,10.1016/j.biopsych.2004.05.017,2004-08-15,2-s2.0-4143076897,,225-232,15312809.0,4143076897,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=4143076897&origin=inward,Leibenluft,Biological Psychiatry,Mothers' neural activation in response to pictures of their children and other children,Article
,https://api.elsevier.com/content/abstract/scopus_id/0034899091,Timothy M. Ellmore;Laurent Petit;Michael S. Beauchamp;John Ingeholm;James V. Haxby,226,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0034899091&origin=inward,10.1006/nimg.2001.0788,2001-01-01,2-s2.0-0034899091,,310-321,,34899091,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0034899091&origin=inward,Leibenluft,NeuroImage,A parametric fMRI study of overt and covert shifts of visuospatial attention,Article
,https://api.elsevier.com/content/abstract/scopus_id/3242736839,Neil Santiago;James V. Haxby;Ellen Leibenluft;M. Ida Gobbini,196,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=3242736839&origin=inward,10.1016/j.neuroimage.2004.03.049,2004-01-01,2-s2.0-3242736839,,1628-1635,15275919.0,3242736839,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=3242736839&origin=inward,Leibenluft,NeuroImage,Social and emotional attachment in the neural representation of faces,Article
,https://api.elsevier.com/content/abstract/scopus_id/32244444938,Kimmo Uutela;Riitta Hari;Topi Tanskanen;Michael S. Beauchamp;Sari Avikainen;Maura L. Furey;James V. Haxby,91,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=32244444938&origin=inward,10.1073/pnas.0510124103,2006-01-24,2-s2.0-32244444938,,1065-1070,16415158.0,32244444938,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=32244444938&origin=inward,Leibenluft,Proceedings of the National Academy of Sciences of the United States of America,Dissociation of face-selective cortical responses by attention,Article
,https://api.elsevier.com/content/abstract/scopus_id/0035148422,Annamaria Berardi;Raja Parasuraman;James V. Haxby,42,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0035148422&origin=inward,10.1080/036107301750046124,2001-01-01,2-s2.0-0035148422,,19-39,,35148422,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0035148422&origin=inward,Leibenluft,Experimental Aging Research,Overall vigilance and sustained attention decrements in healthy aging,Article
,https://api.elsevier.com/content/abstract/scopus_id/84883313318,Daniel Arteaga;Biyu J. He;Megan Wang,32,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84883313318&origin=inward,10.1073/pnas.1221945110,2013-08-27,2-s2.0-84883313318,NIH,,23942129.0,84883313318,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84883313318&origin=inward,Leibenluft,Proceedings of the National Academy of Sciences of the United States of America,Brain mechanisms for simple perception and bistable perception,Article
,https://api.elsevier.com/content/abstract/scopus_id/84929379416,Eric M. Wassermann;Zachary H. Douglas;Mark Hallett;Brian Maniscalco;Biyu J. He,19,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84929379416&origin=inward,10.1523/JNEUROSCI.4894-14.2015,2015-01-01,2-s2.0-84929379416,NSFC,7239-7255,25948272.0,84929379416,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84929379416&origin=inward,Hallett,Journal of Neuroscience,Modulating conscious movement intention by noninvasive brain stimulation and the underlying neural mechanisms,Article
,https://api.elsevier.com/content/abstract/scopus_id/0035882897,C. M. Adams;B. Knutson;G. W. Fong;D. Hommer,1253,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0035882897&origin=inward,,2001-01-01,2-s2.0-0035882897,,,11459880.0,35882897,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0035882897&origin=inward,Hommer,The Journal of neuroscience : the official journal of the Society for Neuroscience,Anticipation of increasing monetary reward selectively recruits nucleus accumbens.,Article
,https://api.elsevier.com/content/abstract/scopus_id/0035807944,Charles M. Adams;Daniel Hommer;Brian Knutson;Jerald L. Varner;Grace W. Fong,836,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0035807944&origin=inward,10.1097/00001756-200112040-00016,2001-12-04,2-s2.0-0035807944,,3683-3687,11726774.0,35807944,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0035807944&origin=inward,Hommer,NeuroReport,Dissociation of reward anticipation and outcome with event-related fMRI,Article
,https://api.elsevier.com/content/abstract/scopus_id/0033860711,Brian Knutson;Daniel Hommer;Andrew Westdorp;Erica Kaiser,693,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0033860711&origin=inward,10.1006/nimg.2000.0593,2000-01-01,2-s2.0-0033860711,,20-27,10875899.0,33860711,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0033860711&origin=inward,Hommer,NeuroImage,FMRI visualization of brain activity during a monetary incentive delay task,Article
,https://api.elsevier.com/content/abstract/scopus_id/1442275743,Daniel M. Caggiano;James M. Bjork;Brian Knutson;Daniel W. Hommer;Shannon M. Bennett;Grace W. Fong,377,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=1442275743&origin=inward,10.1523/JNEUROSCI.4862-03.2004,2004-02-25,2-s2.0-1442275743,,1793-1802,14985419.0,1442275743,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=1442275743&origin=inward,Hommer,Journal of Neuroscience,Incentive-Elicited Brain Activation in Adolescents: Similarities and Differences from Young Adults,Article
,https://api.elsevier.com/content/abstract/scopus_id/0035142459,R. Momenan;R. R. Rawlings;E. Kaiser;D. W. Hommer,236,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0035142459&origin=inward,10.1176/appi.ajp.158.2.198,2001-02-14,2-s2.0-0035142459,,198-204,11156801.0,35142459,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0035142459&origin=inward,Hommer,American Journal of Psychiatry,Evidence for a gender-related effect of alcoholism on brain volumes,Article
,https://api.elsevier.com/content/abstract/scopus_id/44649095315,James M. Bjork;Jodi M. Gilman;Daniel W. Hommer;Vijay A. Ramchandani;Megan B. Davis,134,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=44649095315&origin=inward,10.1523/JNEUROSCI.0086-08.2008,2008-04-30,2-s2.0-44649095315,,4583-4591,18448634.0,44649095315,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=44649095315&origin=inward,Hommer,Journal of Neuroscience,Why we like to drink: A functional magnetic resonance imaging study of the rewarding and anxiolytic effects of alcohol,Article
,https://api.elsevier.com/content/abstract/scopus_id/55349098780,Daniel W. Hommer;James M. Bjork;Ashley R. Smith,110,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=55349098780&origin=inward,10.1016/j.neuroimage.2008.06.035,2008-10-01,2-s2.0-55349098780,,1609-1621,18672069.0,55349098780,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=55349098780&origin=inward,Hommer,NeuroImage,Striatal sensitivity to reward deliveries and omissions in substance dependent patients,Article
,https://api.elsevier.com/content/abstract/scopus_id/0034965354,R. R. Rawlings;C. Harper;H. J. Machulla;A. Heinz;I. Agartz;R. F. Anton;G. Mundle;D. J. Drobes;R. Bares;S. Shoaf;K. Mann;A. Pfefferbaum;E. V. Sullivan;D. W. Hommer;R. Momenan;M. Reimold;M. S. George,87,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0034965354&origin=inward,,2001-06-27,2-s2.0-0034965354,,,11391058.0,34965354,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0034965354&origin=inward,Momenan,Alcoholism: Clinical and Experimental Research,Neuroimaging in alcoholism: Ethanol and brain damage,Conference Paper
,https://api.elsevier.com/content/abstract/scopus_id/47549110235,Brian Knutson;Daniel W. Hommer;James M. Bjork,85,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=47549110235&origin=inward,10.1111/j.1360-0443.2008.02250.x,2008-08-01,2-s2.0-47549110235,,1308-1319,18851716.0,47549110235,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=47549110235&origin=inward,Hommer,Addiction,Incentive-elicited striatal activation in adolescent children of alcoholics,Article
,https://api.elsevier.com/content/abstract/scopus_id/33845993627,Daniel W. Hommer;James M. Bjork,75,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=33845993627&origin=inward,10.1016/j.bbr.2006.10.034,2007-02-12,2-s2.0-33845993627,,165-170,17140674.0,33845993627,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=33845993627&origin=inward,Hommer,Behavioural Brain Research,Anticipating instrumentally obtained and passively-received rewards: A factorial fMRI investigation,Article
,https://api.elsevier.com/content/abstract/scopus_id/34548209896,Reza Momenan;David George;Jerzy Bodurka;Daniel W. Hommer;Jasmin B. Salloum;Vijay A. Ramchandani;Robert Rawlings,69,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=34548209896&origin=inward,10.1111/j.1530-0277.2007.00447.x,2007-09-01,2-s2.0-34548209896,,1490-1504,17624997.0,34548209896,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=34548209896&origin=inward,Momenan,Alcoholism: Clinical and Experimental Research,Blunted rostral anterior cingulate response during a simplified decoding task of negative emotional facial expressions in alcoholic patients,Article
,https://api.elsevier.com/content/abstract/scopus_id/62749093177,Reza Momenan;Daniel W. Hommer;James M. Bjork,74,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=62749093177&origin=inward,10.1016/j.biopsych.2008.11.023,2009-04-15,2-s2.0-62749093177,,710-713,19121516.0,62749093177,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=62749093177&origin=inward,Momenan,Biological Psychiatry,Delay Discounting Correlates with Proportional Lateral Frontal Cortex Volumes,Article
,https://api.elsevier.com/content/abstract/scopus_id/34247882872,Daniel W. Hommer;James M. Bjork;Ashley R. Smith;Cinnamon L. Danube,65,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=34247882872&origin=inward,10.1523/JNEUROSCI.5469-06.2007,2007-05-02,2-s2.0-34247882872,,4839-4849,17475792.0,34247882872,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=34247882872&origin=inward,Hommer,Journal of Neuroscience,Developmental differences in posterior mesofrontal cortex recruitment by risky rewards,Article
,https://api.elsevier.com/content/abstract/scopus_id/49349090929,Jodi M. Gilman;Daniel W. Hommer,68,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=49349090929&origin=inward,10.1111/j.1369-1600.2008.00111.x,2008-09-01,2-s2.0-49349090929,,423-434,18507736.0,49349090929,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=49349090929&origin=inward,Hommer,Addiction Biology,Modulation of brain response to emotional images by alcohol cues in alcohol-dependent patients,Article
,https://api.elsevier.com/content/abstract/scopus_id/77953210452,Gang Chen;Daniel W. Hommer;James M. Bjork;Ashley R. Smith,64,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=77953210452&origin=inward,10.1111/j.1469-7610.2009.02201.x,2010-07-01,2-s2.0-77953210452,,827-837,20025620.0,77953210452,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=77953210452&origin=inward,Hommer,Journal of Child Psychology and Psychiatry and Allied Disciplines,Incentive-elicited mesolimbic activation and externalizing symptomatology in adolescents,Article
,https://api.elsevier.com/content/abstract/scopus_id/0242668386,Charles M. Adams;Brian Knutson;Daniel W. Hommer;Jerald L. Varner;Shannon Bennett;Grace W. Fong,43,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0242668386&origin=inward,,2003-01-01,2-s2.0-0242668386,,476-478,12724180.0,242668386,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0242668386&origin=inward,Hommer,Annals of the New York Academy of Sciences,Amygdalar recruitment during anticipation of monetary rewards: An event-related fMRI study,Conference Paper
,https://api.elsevier.com/content/abstract/scopus_id/84872419562,Leah E. Steckler;Reza Momenan;Stefanie van Rafelghem;Michael J. Kerich;Ziad S. Saad;Daniel W. Hommer,42,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84872419562&origin=inward,10.1016/j.pscychresns.2012.05.003,2012-11-30,2-s2.0-84872419562,,101-111,23149031.0,84872419562,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84872419562&origin=inward,Momenan,Psychiatry Research - Neuroimaging,Effects of alcohol dependence on cortical thickness as determined by magnetic resonance imaging,Article
,https://api.elsevier.com/content/abstract/scopus_id/40649120997,Reza Momenan;Daniel W. Hommer;James M. Bjork;Ashley R. Smith,36,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=40649120997&origin=inward,10.1016/j.drugalcdep.2007.12.014,2008-05-01,2-s2.0-40649120997,,115-128,18295984.0,40649120997,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=40649120997&origin=inward,Momenan,Drug and Alcohol Dependence,Reduced posterior mesofrontal cortex activation by risky rewards in substance-dependent patients,Article
,https://api.elsevier.com/content/abstract/scopus_id/84864949308,Gang Chen;Daniel W. Hommer;James M. Bjork;Ashley R. Smith,34,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84864949308&origin=inward,10.1002/hbm.21351,2012-09-01,2-s2.0-84864949308,,2174-2188,22281932.0,84864949308,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84864949308&origin=inward,Hommer,Human Brain Mapping,"Mesolimbic recruitment by nondrug rewards in detoxified alcoholics: Effort anticipation, reward anticipation, and reward delivery",Article
,https://api.elsevier.com/content/abstract/scopus_id/0037455417,Reza Momenan;Susan Shoaf;Robert R. Rawlings;Daniel W. Hommer;Ingrid Agartz,25,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0037455417&origin=inward,10.1016/S0925-4927(02)00084-7,2003-01-20,2-s2.0-0037455417,,21-35,12589880.0,37455417,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0037455417&origin=inward,Momenan,Psychiatry Research - Neuroimaging,CSF monoamine metabolites and MRI brain volumes in alcohol dependence,Article
,https://api.elsevier.com/content/abstract/scopus_id/1542375978,Robert Rawlings;Reza Momenan;Daniel Hommer;Brian Knutson;Grace Fong,10,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=1542375978&origin=inward,10.1016/j.neuroimage.2003.10.038,2004-03-01,2-s2.0-1542375978,,965-972,15006663.0,1542375978,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=1542375978&origin=inward,Momenan,NeuroImage,Voxel-based homogeneity probability maps of gray matter in groups: Assessing the reliability of functional effects,Article
,https://api.elsevier.com/content/abstract/scopus_id/84892668864,Gang Chen;Daniel W. Hommer;Steven J. Grant;James M. Bjork,13,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84892668864&origin=inward,10.1038/npp.2013.232,2014-02-01,2-s2.0-84892668864,,595-604,23995581.0,84892668864,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84892668864&origin=inward,Hommer,Neuropsychopharmacology,Dietary tyrosine/phenylalanine depletion effects on behavioral and brain signatures of human motivational processing,Article
,https://api.elsevier.com/content/abstract/scopus_id/84876133622,Joshua D. McKellar;Reza Momenan;Lishu Zhang;David T. George;Mike Kerich;Robert R. Rawlings;Daniel W. Hommer;Melanie L. Schwandt,10,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84876133622&origin=inward,10.1111/j.1369-1600.2011.00381.x,2013-05-01,2-s2.0-84876133622,,537-547,21995346.0,84876133622,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84876133622&origin=inward,Momenan,Addiction Biology,Smaller right amygdala in Caucasian alcohol-dependent male patients with a history of intimate partner violence: A volumetric imaging study,Article
,https://api.elsevier.com/content/abstract/scopus_id/84859213871,Reza Momenan;Chun Hsin Chen;Daniel W. Hommer;Jonathan Walker;Markus Heilig;Robert Rawlings,12,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84859213871&origin=inward,10.1111/j.1530-0277.2011.01662.x,2012-04-01,2-s2.0-84859213871,,625-632,21995416.0,84859213871,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84859213871&origin=inward,Momenan,Alcoholism: Clinical and Experimental Research,Relationship Between Liver Function and Brain Shrinkage in Patients with Alcohol Dependence,Article
,https://api.elsevier.com/content/abstract/scopus_id/33645286187,Lawrence A. Woltz;Daniel E. Rio;Robert R. Rawlings;Daniel W. Hommer;Jasmin B. Salloum,4,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=33645286187&origin=inward,10.1016/j.cmpb.2005.12.003,2006-04-01,2-s2.0-33645286187,,10-19,16530880.0,33645286187,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=33645286187&origin=inward,Hommer,Computer Methods and Programs in Biomedicine,Single subject image analysis using the complex general linear model - An application to functional magnetic resonance imaging with multiple inputs,Article
,https://api.elsevier.com/content/abstract/scopus_id/67249123854,Daniel Hommer;Lawrence Woltz;Daniel Rio;Jodi Gilman;Robert Rawlings,1,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=67249123854&origin=inward,10.1117/12.811811,2009-06-22,2-s2.0-67249123854,,,,67249123854,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=67249123854&origin=inward,Hommer,Progress in Biomedical Optics and Imaging - Proceedings of SPIE,An application of the complex general linear model to analysis of FMRI single subjects multiple stimuli input data,Conference Paper
,https://api.elsevier.com/content/abstract/scopus_id/84880165844,Lawrence A. Woltz;Daniel E. Rio;Robert R. Rawlings;Daniel W. Hommer;Jodi Gilman,0,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84880165844&origin=inward,10.1155/2013/645043,2013-07-19,2-s2.0-84880165844,,,23840281.0,84880165844,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84880165844&origin=inward,Hommer,Computational and Mathematical Methods in Medicine,Development of the complex general linear model in the fourier domain: Application to fMRI multiple input-output evoked responses for single subjects,Article
,https://api.elsevier.com/content/abstract/scopus_id/84930438413,Barry Horwitz;Emily L. Coderre;Jason F. Smith;Walter J.B. Van Heuven,18,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84930438413&origin=inward,10.1017/S1366728915000188,2016-05-01,2-s2.0-84930438413,,471-488,,84930438413,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84930438413&origin=inward,Horwitz,Bilingualism,The functional overlap of executive control and language processing in bilinguals,Article
,https://api.elsevier.com/content/abstract/scopus_id/84866500865,Barry Horwitz;Debra J. Patkin;Allen R. Braun;Jieun Kim;Fatima T. Husain,8,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84866500865&origin=inward,10.1016/j.brainres.2012.08.029,2012-10-10,2-s2.0-84866500865,,24-35,22968047.0,84866500865,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84866500865&origin=inward,Horwitz,Brain Research,Dissociating neural correlates of meaningful emblems from meaningless gestures in deaf signers and hearing non-signers,Article
,https://api.elsevier.com/content/abstract/scopus_id/84954359433,Barry Horwitz;Frederick W. Carver;Richard Coppola;Tom Holroyd;Tyler Ard,1,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84954359433&origin=inward,10.1089/brain.2014.0296,2015-08-01,2-s2.0-84954359433,,336-348,25599264.0,84954359433,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84954359433&origin=inward,Horwitz,Brain Connectivity,Detecting Functional Connectivity during Audiovisual Integration with MEG: A Comparison of Connectivity Metrics,Article
,https://api.elsevier.com/content/abstract/scopus_id/84874962987,Ross Arena;Francesco S. Celi;Ping Yuan Wang;S. Lalith Talagala;Jeong W. Choi;Jie Zhuang;Robert S. Balaban;Dotti J. Tripodi;Joon Young Park;Qais A. Ali;Louise C. Strong;Ju Gyeong Kang;Paul M. Hwang;Wenzhe Ma;Cory U. Lago,61,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84874962987&origin=inward,10.1056/NEJMoa1214091,2013-03-14,2-s2.0-84874962987,,1027-1032,,84874962987,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84874962987&origin=inward,Talagala,New England Journal of Medicine,Increased oxidative metabolism in the Li-Fraumeni syndrome,Article
,https://api.elsevier.com/content/abstract/scopus_id/0036787435,Jordan Grafman;Alan P. Koretsky;Jeff Duyn;Peter Bandettini;Emmanuel L. Barbier;Sean Marrett;Peter Van Gelderen;Adrian Danek;Alexander Vortmeyer,119,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0036787435&origin=inward,10.1002/mrm.10255,2002-10-01,2-s2.0-0036787435,,735-738,12353293.0,36787435,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0036787435&origin=inward,Duyn,Magnetic Resonance in Medicine,Imaging cortical anatomy by high-resolution MR at 3.0T: Detection of the stripe of Gennari in visual area 17,Article
,https://api.elsevier.com/content/abstract/scopus_id/33745030267,Rebecca E. Hommer;Deborah T. Vinton;Lisa H. Berghorst;Stephen J. Fromm;Erin B. McClure;Ellen Leibenluft;Roxann Roberson-Nay;Brendan A. Rich;Daniel S. Pine,235,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=33745030267&origin=inward,10.1073/pnas.0603246103,2006-06-06,2-s2.0-33745030267,,8900-8905,16735472.0,33745030267,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=33745030267&origin=inward,Pine,Proceedings of the National Academy of Sciences of the United States of America,Limbic hyperactivation during processing of neutral facial expressions in children with bipolar disorder,Article
,https://api.elsevier.com/content/abstract/scopus_id/21744449188,Wayne C. Drevets;Dennis S. Charney;Daniel P. Dickstein;Ellen Leibenluft;Allison C. Nugent;Michael P. Milham;Daniel S. Pine,192,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=21744449188&origin=inward,10.1001/archpsyc.62.7.734,2005-07-01,2-s2.0-21744449188,,734-741,15997014.0,21744449188,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=21744449188&origin=inward,Nugent,Archives of General Psychiatry,Frontotemporal alterations in pediatric bipolar disorder: Results of a voxel-based morphometry study,Article
,https://api.elsevier.com/content/abstract/scopus_id/73949111386,Jessica R. Lunsford;Sarah E. Horsey;Laura A. Thomas;Stephen J. Fromm;Amanda E. Guyer;Michelle M. Reising;Ellen Leibenluft;Melissa A. Brotman;Kenneth Towbin;Brendan A. Rich;Daniel S. Pine,196,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=73949111386&origin=inward,10.1176/appi.ajp.2009.09010043,2010-01-01,2-s2.0-73949111386,,61-69,19917597.0,73949111386,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=73949111386&origin=inward,Pine,American Journal of Psychiatry,Amygdala activation during emotion processing of neutral faces in children with severe mood dysregulation versus ADHD or bipolar disorder,Article
,https://api.elsevier.com/content/abstract/scopus_id/37548998957,Lisa H. Berghorst;Stephen J. Fromm;Daniel P. Dickstein;Ellen Leibenluft;Melissa A. Brotman;Brendan A. Rich;Daniel S. Pine,97,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=37548998957&origin=inward,10.1111/j.1469-7610.2007.01819.x,2008-01-01,2-s2.0-37548998957,,88-96,18181882.0,37548998957,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=37548998957&origin=inward,Pine,Journal of Child Psychology and Psychiatry and Allied Disciplines,Neural connectivity in children with bipolar disorder: Impairment in the face emotion processing circuit,Article
,https://api.elsevier.com/content/abstract/scopus_id/35748984107,Deborah Vinton;Roxann Roberson-nay;Daniel P. Dickstein;Lisa Berghorst;Ellen Leibenluft;Brendan A. Rich;Daniel S. Pine,65,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=35748984107&origin=inward,10.1111/j.1399-5618.2007.00418.x,2007-11-01,2-s2.0-35748984107,,679-692,17988357.0,35748984107,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=35748984107&origin=inward,Pine,Bipolar Disorders,Neural activation during encoding of emotional faces in pediatric bipolar disorder,Article
