FMRIF?,Searched PI,Type,Source Title,Title,Authors (scrambled),Date,DOI,PubMed ID,Scopus ID,EID,Cited-By Count,Abstract Link,Scopus Link,Cited-By Link,Funding Agency,Page Range
,Nath,Editorial,Neurology,Neurologic complications of coronavirus infections,Avindra Nath,2020-05-12,10.1212/WNL.0000000000009455,32229625,85083557304,2-s2.0-85083557304,32,https://api.elsevier.com/content/abstract/scopus_id/85083557304,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85083557304&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85083557304&origin=inward,NIH,809-810
,Nath,Article,Journal of Clinical Investigation,CD8<sup>+</sup> T cells target cerebrovasculature in children with cerebral malaria,Terrie E. Taylor;Osorio Lopes Abath Neto;Dorian B. McGavern;Louis H. Miller;Myoung Hwa Lee;Dragan Maric;Monica Manglani;Susan K. Pierce;Karl B. Seydel;Kory R. Johnson;Brittany A. Riggle;Avindra Nath,2020-03-02,10.1172/JCI133474,31821175,85081137051,2-s2.0-85081137051,2,https://api.elsevier.com/content/abstract/scopus_id/85081137051,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85081137051&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85081137051&origin=inward,NIH,1128-1138
,Nath,Review,Journal of Virology,Advances toward curing HIV-1 infection in tissue reservoirs,Lisa J. Henderson;Lauren B. Reoma;Joseph A. Kovacs;Avindra Nath,2020-02-01,10.1128/JVI.00375-19,31694954,85078116865,2-s2.0-85078116865,1,https://api.elsevier.com/content/abstract/scopus_id/85078116865,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85078116865&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85078116865&origin=inward,OAR,
,Nath,Review,Annual Review of Pathology: Mechanisms of Disease,The Pathogenesis of Nodding Syndrome,Tory P. Johnson;James Sejvar;Avindra Nath;Thomas B. Nutman,2020-01-24,10.1146/annurev-pathmechdis-012419-032748,31977293,85078303202,2-s2.0-85078303202,0,https://api.elsevier.com/content/abstract/scopus_id/85078303202,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85078303202&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85078303202&origin=inward,,395-417
,Nath,Editorial,Journal of the Neurological Sciences,Silencing of immune activation with methotrexate in patients with COVID-19,Farinaz Safavi;Avindra Nath,2020-01-01,10.1016/j.jns.2020.116942,32471659,85085386556,2-s2.0-85085386556,0,https://api.elsevier.com/content/abstract/scopus_id/85085386556,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85085386556&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85085386556&origin=inward,NIH,
,Nath,Article,Clinical Case Reports,Neurotoxicities associated with checkpoint inhibitors: Two case reports and a review of the literature,Andrea B. Apolo;Lauren B. Reoma;Nicole N. Davarpanah;Martha Quezado;Lisa M. Cordes;Billel Gasmi;Omar I. Khan;Avindra Nath,2020-01-01,10.1002/ccr3.2534,,85075748697,2-s2.0-85075748697,0,https://api.elsevier.com/content/abstract/scopus_id/85075748697,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85075748697&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85075748697&origin=inward,NIH,24-32
,Nath,Article,Annals of Clinical and Translational Neurology,Neurological manifestations of Erdheim–Chester Disease,Bernadette R. Gochuico;Camilo Toro;Fady Hannah-Shmouni;William A. Gahl;Louisa C. Boyd;Juvianee I. Estrada-Veras;Neval Ozkaya;Tanya Lehky;Kevin J. O’Brien;Rahul H. Dave;Avner Meoded;Avindra Nath,2020-01-01,10.1002/acn3.51014,32227455,85082407052,2-s2.0-85082407052,0,https://api.elsevier.com/content/abstract/scopus_id/85082407052,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85082407052&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85082407052&origin=inward,,
,Nath,Article,AIDS,Presence of Tat and transactivation response element in spinal fluid despite antiretroviral therapy,Ned Sacktor;Joseph Snow;Joseph Steiner;Lisa J. Henderson;Ulisses A. Santamaria;Bryan R. Smith;Tory P. Johnson;Robert A. Barclay;Fatah Kashanchi;Lauren Bowen Reoma;Catherine Demarino;Justin McArthur;Avindra Nath;Scott Letendre;Muzna Bachani,2019-12-01,10.1097/QAD.0000000000002268,31789815,85075953371,2-s2.0-85075953371,8,https://api.elsevier.com/content/abstract/scopus_id/85075953371,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85075953371&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85075953371&origin=inward,NINDS,S145-S157
,Nath,Review,Brain Research,Involvement of organelles and inter-organellar signaling in the pathogenesis of HIV-1 associated neurocognitive disorder and Alzheimer's disease,Nabab Khan;Jonathan D. Geiger;Norman J. Haughey;Avindra Nath,2019-11-01,10.1016/j.brainres.2019.146389,31425679,85070934250,2-s2.0-85070934250,0,https://api.elsevier.com/content/abstract/scopus_id/85070934250,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85070934250&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85070934250&origin=inward,,
,Nath,Article,Journal of Neuropathology and Experimental Neurology,Neuroinflammation and not tauopathy is a predominant pathological signature of nodding syndrome,Martin Lammens;Geoffrey Akena;Richard Idro;Robert Colebunders;Samir Kumar-Singh;An Hotterbeekx;Joneé Taylor;Robert Lukande;Pamela R. Akun;Francis Olwa;Avindra Nath,2019-11-01,10.1093/jnen/nlz090,31553445,85073655124,2-s2.0-85073655124,7,https://api.elsevier.com/content/abstract/scopus_id/85073655124,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85073655124&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85073655124&origin=inward,ERC,1049-1058
,Nath,Article,Annals of Neurology,Chronic Dengue Virus Panencephalitis in a Patient with Progressive Dementia with Extrapyramidal Features,Jonathan Howard;Camilo Toro;Myoung Hwa Lee;Juyun Kim;Carlos A. Pardo;Matija Snuderl;Craig Blackstone;C. Christopher Lau;Jeffrey Kowalak;Tory P. Johnson;Ilya Kister;Sanjay Kottapalli;Arline Faustin;Kory R. Johnson;James Weisfeld-Adams;Avindra Nath;Lauren B. Reoma;Stephen S. Whitehead;Steven Galetta;William A. Gahl;H. Benjamin Larman;Daniel Monaco,2019-11-01,10.1002/ana.25588,31461177,85072194617,2-s2.0-85072194617,3,https://api.elsevier.com/content/abstract/scopus_id/85072194617,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85072194617&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85072194617&origin=inward,"SOM, JHU",695-703
,Nath,Article,Cell Reports,"Postmortem Cortex Samples Identify Distinct Molecular Subtypes of ALS: Retrotransposon Activation, Oxidative Stress, and Activated Glia",Frank Baas;Timothy M. Miller;Andrea Malaspina;Vivianna M. Van Deerlin;Suvankar Pal;Zachary Simmons;Jennifer Phillips-Cremins;Mary Poss;Towfique Raj;John Crary;Hemali Phatnani;Bin Zhang;John Ravits;Edward B. Lee;Molly G. Hammell;Eran Hornstein;Lyle W. Ostrow;Daniel J. MacGowan;Gregory A. Cox;Samantha Fennessey;Nikolaos A. Patsopoulos;Ophir Shalem;Brent T. Harris;Oliver H. Tam;Siddharthan Chandran;Dhruv Sareen;Eleonora Aronica;James R. Broach;Oleg Butovsky;Efthimios Dardiotis;Pietro Fratta;Justin Kwan;Josh Dubnau;Leonidas Stefanis;Robert Bowser;Ernest Fraenkel;Nazem Atassi;Ximena Arcila-Londono;Steve Finkbeiner;Delphine Fagegaltier;Colin Smith;Molly Gale Hammell;Sabrina Paganoni;Avindra Nath;Terry Heiman-Patterson;Noah Zaitlen;Matt Harms;James D. Berry;Darius J. Adams;Robert Baloh;Duyang Kim;Regina Shaw;Nikolay V. Rozhkov;Dale J. Lange;Nadia Propp;Leslie M. Thompson;Suma Babu;Neil A. Shneider;Isabel Hubbard;Marc Gotkine,2019-10-29,10.1016/j.celrep.2019.09.066,31665631,85074157599,2-s2.0-85074157599,9,https://api.elsevier.com/content/abstract/scopus_id/85074157599,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85074157599&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85074157599&origin=inward,CZI,1164-1177.e5
,Nath,Erratum,Journal of NeuroVirology,"Correction to: Astrocytes as an HIV CNS reservoir: highlights and reflections of an NIMH-sponsored symposium (Journal of NeuroVirology, (2018), 24, 6, (665-669), 10.1007/s13365-018-0691-8)",Lena Al-Harthi;Jeymohan Joseph;Avindra Nath,2019-08-01,10.1007/s13365-019-00726-1,31041681,85065259823,2-s2.0-85065259823,1,https://api.elsevier.com/content/abstract/scopus_id/85065259823,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85065259823&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85065259823&origin=inward,,616
,Nath,Letter,Acta neuropathologica communications,Technical considerations in detection of HERV-K in amyotrophic lateral sclerosis: selection of controls and the perils of qPCR,Wenxue Li;Marta Garcia-Montojo;Avindra Nath,2019-07-03,10.1186/s40478-019-0753-z,31269986,85069267321,2-s2.0-85069267321,2,https://api.elsevier.com/content/abstract/scopus_id/85069267321,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85069267321&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85069267321&origin=inward,NINDS,101
,Nath,Review,Academic Medicine,Future directions of training physician–scientists: Reimagining and remeasuring the workforce,John D. Heiss;Wyatt P. Bensken;Omar I. Khan;Avindra Nath,2019-05-01,10.1097/ACM.0000000000002581,30640263,85065305243,2-s2.0-85065305243,0,https://api.elsevier.com/content/abstract/scopus_id/85065305243,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85065305243&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85065305243&origin=inward,NIH,659-663
,Nath,Article,mBio,Neuroinflammatory changes in relation to cerebrospinal fluid viral load in simian immunodeficiency virus encephalitis,Falguni Basuli;Swati Shah;Kenta Matsuda;Cheri A. Lee;William Schreiber-Stainthorp;Dragan Maric;Paul Wakim;Dima A. Hammoud;Sanhita Sinharay;Michele Di Mascio;Siva Muthusamy;Vanessa Hirsch;Dianne E. Lee;William C. Reid;Avindra Nath,2019-05-01,10.1128/mBio.00970-19,31138753,85067115727,2-s2.0-85067115727,0,https://api.elsevier.com/content/abstract/scopus_id/85067115727,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85067115727&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85067115727&origin=inward,NIH,
,Nath,Letter,New England Journal of Medicine,Treatment of progressive multifocal leukoencephalopathy with pembrolizumab,Klaus Warnatz;Bodo Grimbacher;Cornelius Weiller;Steve Holland;Sebastian Rauer;Horst Urbach;Reinhard Marks;Avindra Nath,2019-04-25,10.1056/NEJMc1817193,30969507,85064860482,2-s2.0-85064860482,18,https://api.elsevier.com/content/abstract/scopus_id/85064860482,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85064860482&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85064860482&origin=inward,,1676-1677
,Nath,Article,New England Journal of Medicine,A longitudinal study of Ebola sequelae in Liberia,Bonnie Dighero-Kemp;Michael C. Sneller;Moses Badio;Elizabeth S. Higgs;Justin Varughese;Rachel J. Bishop;Allen O. Eghrari;Cavan Reilly;Kenneth S. Jensen;James D. Neaton;H. Clifford Lane;Mosoka P. Fallah;Kumblytee L. Johnson;Lisa E. Hensley;Kaylie Tuznik;Dehkontee Gayedyu-Dennis;Soka J. Moses;Avindra Nath,2019-03-07,10.1056/NEJMoa1805435,30855742,85062697714,2-s2.0-85062697714,23,https://api.elsevier.com/content/abstract/scopus_id/85062697714,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85062697714&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85062697714&origin=inward,NEI,924-934
,Nath,Article,AIDS,HIV brain latency as measured by CSF BcL11b relates to disrupted brain cellular energy in virally suppressed HIV infection,Michael D. Lovelace;Matthew J. Lennon;Lucette A. Cysique;Caroline D. Rae;Bruce J. Brew;Thomas M. Gates;Tory P. Johnson;Simon P. Jones;Avindra Nath;Lauriane Jugé,2019-03-01,10.1097/QAD.0000000000002076,30475266,85060905958,2-s2.0-85060905958,5,https://api.elsevier.com/content/abstract/scopus_id/85060905958,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060905958&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85060905958&origin=inward,OAR,433-441
,Nath,Article,Seminars in Neurology,Parasitic Infections of the Nervous System,Oscar H. Del Brutto;Hector H. Garcia;Avindra Nath,2019-01-01,10.1055/s-0039-1693036,31378871,85070390834,2-s2.0-85070390834,1,https://api.elsevier.com/content/abstract/scopus_id/85070390834,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85070390834&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85070390834&origin=inward,,358-368
,Nath,Article,Frontiers in Psychiatry,Potential mechanism for HIV-associated depression: Upregulation of serotonin transporters in SIV-infected macaques detected by 11c-DASB PET,Kenta Matsuda;Swati Shah;Vanessa Hirsch;William Schreiber-Stainthorp;Paul Wakim;Michele Di Mascio;Sanhita Sinharay;Dima A. Hammoud;Siva Muthusamy;Dianne Lee;Avindra Nath,2019-01-01,10.3389/fpsyt.2019.00362,,85068116224,2-s2.0-85068116224,0,https://api.elsevier.com/content/abstract/scopus_id/85068116224,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85068116224&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85068116224&origin=inward,NIH,
,Nath,Article,British Journal of Psychiatry,Treatment-resistant depression and peripheral C-reactive protein,Edward T. Bullmore;Peter De Boer;Carmine M. Pariante;Valeria Mondelli;Declan N.C. Jones;Wayne C. Drevets;Linda Pointon;Philip J. Cowen;Jonathan Cavanagh;Neil A. Harrison;Samuel R. Chamberlain,2019-01-01,10.1192/bjp.2018.66,29764522,85058889774,2-s2.0-85058889774,46,https://api.elsevier.com/content/abstract/scopus_id/85058889774,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85058889774&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85058889774&origin=inward,J&amp;J,11-19
,Nugent,Article,Consciousness and Cognition,Metacognition and emotion – How accurate perception of own biases relates to positive feelings and hedonic capacity,Pawel Kleka;Hanna Brycz;Allison C. Nugent;Joanna E. Szczepanik;Agnieszka Fanslau;Carlos A. Zarate,2020-07-01,10.1016/j.concog.2020.102936,32416543,85084468406,2-s2.0-85084468406,0,https://api.elsevier.com/content/abstract/scopus_id/85084468406,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85084468406&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85084468406&origin=inward,NARSAD,
,Nugent,Erratum,Neuropsychopharmacology,"Correction: Ketamine metabolites, clinical response, and gamma power in a randomized, placebo-controlled, crossover trial for treatment-resistant major depression (Neuropsychopharmacology, (2020), 45, 8, (1398-1404), 10.1038/s41386-020-0663-6)",Bashkim Kadriu;Jomy George;Lilian Adeojo;Todd D. Gould;Cristan A. Farmer;Jacqueline Lovett;Ruin Moaddel;Allison C. Nugent;Lawrence T. Park;Jessica R. Gilbert;Peixiong Yuan;Carlos A. Zarate,2020-07-01,10.1038/s41386-020-0699-7,32376872,85085076323,2-s2.0-85085076323,0,https://api.elsevier.com/content/abstract/scopus_id/85085076323,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85085076323&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85085076323&origin=inward,,1405
,Nugent,Article,Neuropsychopharmacology,"Ketamine metabolites, clinical response, and gamma power in a randomized, placebo-controlled, crossover trial for treatment-resistant major depression",Bashkim Kadriu;Jomy George;Lilian Adeojo;Todd D. Gould;Cristan A. Farmer;Jacqueline Lovett;Ruin Moaddel;Allison C. Nugent;Lawrence T. Park;Jessica R. Gilbert;Peixiong Yuan;Carlos A. Zarate,2020-07-01,10.1038/s41386-020-0663-6,32252062,85083440937,2-s2.0-85083440937,3,https://api.elsevier.com/content/abstract/scopus_id/85083440937,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85083440937&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85083440937&origin=inward,NARSAD,1398-1404
,Nugent,Article,"Brain, Behavior, and Immunity","Childhood trauma, HPA axis activity and antidepressant response in patients with depression",Daniela Enache;Edward T. Bullmore;Anna P. McLaughlin;Zuzanna Zajkowska;Nicole Mariani;Naghmeh Nikkheslat;Carmine M. Pariante;Linda Pointon;Valeria Mondelli;Philip J. Cowen;Giulia Lombardo;Maria A. Nettis;Jonathan Cavanagh;Neil A. Harrison;Caitlin Hastings,2020-07-01,10.1016/j.bbi.2019.11.024,31794798,85076844294,2-s2.0-85076844294,2,https://api.elsevier.com/content/abstract/scopus_id/85076844294,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85076844294&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85076844294&origin=inward,NIHR,229-237
,Nugent,Article,Addiction,Genetic liability to ADHD and substance use disorders in individuals with ADHD,Esben Agerbo;Merete Nordentoft;Ole Mors;Anders D. Børglum;Theresa Wimberley;Søren Dalsgaard;Ditte Demontis;Anita Thapar;Thomas Damm Als;David Hougaard;Cæcilie Ottosen;Preben Bo Mortensen;Lucy Riglin;Jonas Bybjerg-Grauholm;Thomas Werge;Marie Bækvad Hansen;Henriette Thisted Horsdal;Kate Langley;Isabell Brikell,2020-07-01,10.1111/add.14910,31803957,85078053867,2-s2.0-85078053867,1,https://api.elsevier.com/content/abstract/scopus_id/85078053867,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85078053867&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85078053867&origin=inward,WT,1368-1377
,Nugent,Article,Frontiers in Psychiatry,The Effect of Ketamine on Electrophysiological Connectivity in Major Depressive Disorder,Prejaas K. Tewarie;Matthew J. Brookes;Allison C. Nugent;Elizabeth D. Ballard;Jessica R. Gilbert;Carlos A. Zarate,2020-06-10,10.3389/fpsyt.2020.00519,,85087025785,2-s2.0-85087025785,0,https://api.elsevier.com/content/abstract/scopus_id/85087025785,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85087025785&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85087025785&origin=inward,NIMH,
,Nugent,Article,Neuron,A Cluster of Autism-Associated Variants on X-Linked NLGN4X Functionally Resemble NLGN4Y,Alexander W. Lehr;Thien A. Nguyen;Yan Li;Katherine W. Roche;Kunwei Wu;John D. Badger;Julie L. Lauzon;Tongguang Wang;Kareem A. Zaghloul;Wei Lu;Audrey Thurm;Michael A. Bemben;Saurabh Pandey;Mahim Jain,2020-06-03,10.1016/j.neuron.2020.03.008,32243781,85085311548,2-s2.0-85085311548,1,https://api.elsevier.com/content/abstract/scopus_id/85085311548,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85085311548&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85085311548&origin=inward,NIMH,759-768.e7
,Nugent,Article,Neuropsychopharmacology,Evaluating global brain connectivity as an imaging marker for depression: influence of preprocessing strategies and placebo-controlled ketamine treatment,Bashkim Kadriu;Anahit Mkrtchian;Allison C. Nugent;Jennifer W. Evans;Carlos A. Zarate;Christoph Kraus,2020-05-01,10.1038/s41386-020-0624-0,31995812,85079180564,2-s2.0-85079180564,5,https://api.elsevier.com/content/abstract/scopus_id/85079180564,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85079180564&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85079180564&origin=inward,NARSAD,982-989
,Nugent,Erratum,Brain Imaging and Behavior,"Correction to: Mapping anticipatory anhedonia: an fMRI study (Brain Imaging and Behavior, (2019), 13, 6, (1624-1634), 10.1007/s11682-019-00084-w)",Jessica L. Reed;Allison C. Nugent;Carl W. Lejuez;Elizabeth D. Ballard;Joanna E. Szczepanik;Jennifer W. Evans;Carlos A. Zarate,2020-04-01,10.1007/s11682-019-00131-6,31172359,85067023923,2-s2.0-85067023923,0,https://api.elsevier.com/content/abstract/scopus_id/85067023923,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85067023923&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85067023923&origin=inward,,640
,Nugent,Article,Biological Psychiatry: Cognitive Neuroscience and Neuroimaging,Magnetoencephalographic Correlates of Suicidal Ideation in Major Depression,Allison C. Nugent;Elizabeth D. Ballard;Jessica R. Gilbert;Christina S. Galiano;Carlos A. Zarate,2020-03-01,10.1016/j.bpsc.2019.11.011,31928949,85077719703,2-s2.0-85077719703,1,https://api.elsevier.com/content/abstract/scopus_id/85077719703,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85077719703&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85077719703&origin=inward,FNIH,354-363
,Nugent,Review,Human Brain Mapping,What we learn about bipolar disorder from large-scale neuroimaging: Findings and future directions from the ENIGMA Bipolar Disorder Working Group,Mary L. Phillips;Xavier Caseras;Rodrigo Machado-Vieira;Erick J. Canales-Rodríguez;Andreas Jansen;Josselin Houenou;Unn K. Haukvik;Marcella Bellani;Erlend Bøen;Michael Bauer;Eduard Vieta;Irene Bollettini;Giuseppe Delvecchio;Dara M. Cannon;Marcio G. Soeiro-de-Souza;Lisa T. Eyler;Édouard Duchesnay;Roel A. Ophoff;Beny Lafer;Bradley J. MacIntosh;Leila Nabulsi;Ana M. Díaz-Zuluaga;Elisa M.T. Melloni;Sara Poletti;Melissa E. Pauling;Ling Li Zeng;Bartholomeus C.M. Haarman;Colm McDonald;Carlos López-Jaramillo;Jose M. Goikolea;Danai Dima;Giulia Tronchin;Fabiano Nery;Igor Nenadic;Derrek P. Hibar;Rachel M. Brouwer;Raymond Salvador;Tomas Paus;Kang Sim;Torbjørn Elvsåshagen;Neeltje E.M. van Haren;Yann Quidé;Silvia Alonso-Lana;Tomas Hajek;Francesco Benedetti;Tilo T.J. Kircher;Michael Berk;Orwa Dandash;Miho Ota;Bronwyn J. Overs;Philip B. Mitchell;Sophia Frangou;Dominik Grotegerd;Jorge Almeida;Henrik Walter;Cara Altimus;Udo Dannlowski;Scott C. Fears;Bernd Kramer;Edith Pomarol-Clotet;Dag Alnæs;Melissa J. Green;Chantal Henry;Viola Oertel;Christian Knöchel;Victoria Ives-Deliperi;Aart H. Schene;Julian A. Pineda-Zapata;Maria M. Rive;Christoph Abé;Allison C. Nugent;Sophia I. Thomopoulos;Joaquim Radua;Paolo Brambilla;Hilary P. Blumberg;Theodore D. Satterthwaite;Carrie E. Bearden;Yash Patel;Gloria Roberts;Bernhard T. Baune;Arnaud Pouchon;Salvador Sarró;Mircea Polosan;David C. Glahn;Janice M. Fullerton;Sonja M.C. de Zwarte;Martin Alda;Caterina del Mar Bonnin;Mikael Landén;Daniel L. Pham;Ingrid Agartz;Christopher R.K. Ching;Amy C. Bilderbeck;Tristram A. Lett;Tiril P. Gurholt;Abraham Nunes;Pauline Favre;Henricus G. Ruhe;Fleur M. Howells;Oliver Gruber,2020-01-01,10.1002/hbm.25098,,85088655322,2-s2.0-85088655322,0,https://api.elsevier.com/content/abstract/scopus_id/85088655322,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85088655322&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85088655322&origin=inward,,
,Nugent,Erratum,Molecular Psychiatry,"Correction: Genome-wide gene-environment analyses of major depressive disorder and reported lifetime traumatic experiences in UK Biobank (Molecular Psychiatry, (2020), 10.1038/s41380-019-0546-6)",Julien Bryois;Yuri Milaneschi;Maciej Trzaskowski;Shing Wan Choi;Gregory E. Crawford;Stefan Herms;Lili Milani;Jakob Grove;Tim B. Bigdeli;Carsten Horn;Nick Craddock;Sara Mostafavi;Marcus Ising;Robert M. Maier;Isaac S. Kohane;Christopher Hübel;Hamdi Mbarek;Sandra Van der Auwera;Mark J. Adams;Jonas Bybjerg-Grauholm;Scott D. Gordon;Francis M. Mondimore;Farnush Farhadi Hassan Kiadeh;Georg Homuth;Ian Jones;Marie Bækvad-Hansen;Tracy M. Air;Eric Jorgenson;David M. Howard;Enda M. Byrne;Stephan Ripke;Esben Agerbo;Rick Jansen;Donald J. MacIntyre;Thalia C. Eley;Eske M. Derks;Niamh Mullins;Jane Hvarregaard Christensen;Abdel Abdellaoui;Per Hoffmann;Fernando S. Goes;Christine Søholm Hansen;Ian B. Hickie;Mark James Adams;Zoltán Kutalik;Erin C. Dunn;Conor V. Dolan;David M. Hougaard;Lynsey S. Hall;Franziska Degenhardt;Christel M. Middeldorp;Wolfgang Maier;Toni Kim Clarke;Yihan Li;Warren W. Kretzschmar;Baptiste Couvy-Duchesne;Michael Gill;Elisabeth B. Binder;Valentina Escott-Price;Wouter J. Peyrot;Naomi R. Wray;Ian J. Deary;Jonathan R.I. Coleman;Grant W. Montgomery;Thomas F. Hansen;Nese Direk;Penelope A. Lind;Katrina A.S. Davis;Na Cai;Evelin Mihailov;Dean F. MacKinnon;Divya Mehta;Jerome C. Foo;James A. Knowles;Lucía Colodro-Conde;Donald M. Lyall;Lisa A. Jones;Manuel Mattheisen;Silviu Alin Bacanu;Henriette N. Buttenschøn;Enrique Castelao;Josef Frank;Hilary K. Finucane;Carol Kan;Aartjan T.F. Beekman;Julia Kraft;Jouke Jan Hottenga;Gail Davies;Patrick McGrath;Héléna A. Gaspar;Kirstin L. Purves;Peter McGuffin;Jonathan Marchini;Till F.M. Andlauer;Andreas J. Forstner;Sarah E. Medland;Karmel W. Choi;Christopher Rayner,2020-01-01,10.1038/s41380-020-0779-4,32424234,85084993846,2-s2.0-85084993846,0,https://api.elsevier.com/content/abstract/scopus_id/85084993846,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85084993846&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85084993846&origin=inward,,
