Title,PI,Authors,Date,Cited-By Count,Source Title,Page Range,DOI,PubMed ID,Scopus ID,EID,Type,Funding Agency,Abstract Link,Scopus Link,Cited-By Link
Neuroimaging of pediatric neuropsychiatric disorders: Is a picture really worth a thousand words?,Rapoport,J. N. Giedd,2001-01-01,6,Archives of General Psychiatry,443-444,10.1001/archpsyc.58.5.443,11343522,0035019475,"('2-s2.0-0035019475', 'Rapoport')",Note,,https://api.elsevier.com/content/abstract/scopus_id/0035019475,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0035019475&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0035019475&origin=inward
Improved corpus callosum area measurements by analysis of adjoining parasagittal slices,Raznahan,Benjamin Seavey Cutler Wade;Michael Joseph McLaughlin;Armin Raznahan;Francois Lalonde;Jay Norman Giedd;Michael Stockman,2013-03-30,5,Psychiatry Research - Neuroimaging,221-225,10.1016/j.pscychresns.2012.05.004,23149042,84875364569,"('2-s2.0-84875364569', 'Raznahan')",Article,,https://api.elsevier.com/content/abstract/scopus_id/84875364569,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84875364569&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84875364569&origin=inward
In this issue/abstract thinking: Inside the adolescent brain,Raznahan,Stacy S. Drury;Jay Giedd,2009-01-01,0,Journal of the American Academy of Child and Adolescent Psychiatry,677-678,10.1097/CHI.0b013e3181a5e413,19542819,68749109390,"('2-s2.0-68749109390', 'Raznahan')",Article,,https://api.elsevier.com/content/abstract/scopus_id/68749109390,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=68749109390&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=68749109390&origin=inward
Cortical brain development in schizophrenia: Insights from neuroimaging studies in childhood-onset schizophrenia,Raznahan,Nitin Gogtay,2008-01-01,80,Schizophrenia Bulletin,30-36,10.1093/schbul/sbm103,17906336,37149022852,"('2-s2.0-37149022852', 'Raznahan')",Review,,https://api.elsevier.com/content/abstract/scopus_id/37149022852,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=37149022852&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=37149022852&origin=inward
Human fronto-mesolimbic networks guide decisions about charitable donation,Raznahan,Matteo Pardini;Ricardo De Oliveira-Souza;Jordan Grafman;Frank Krueger;Jorge Moll;Roland Zahn,2006-10-17,507,Proceedings of the National Academy of Sciences of the United States of America,15623-15628,10.1073/pnas.0604475103,17030808,33750325819,"('2-s2.0-33750325819', 'Raznahan')",Article,,https://api.elsevier.com/content/abstract/scopus_id/33750325819,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=33750325819&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=33750325819&origin=inward
Human prefrontal cortex: Processing and representational perspectives,Raznahan,Jacqueline N. Wood;Jordan Grafman,2003-01-01,449,Nature Reviews Neuroscience,139-147,10.1038/nrn1033,12563285,0037315630,"('2-s2.0-0037315630', 'Raznahan')",Article,,https://api.elsevier.com/content/abstract/scopus_id/0037315630,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0037315630&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0037315630&origin=inward
Functional networks in emotional moral and nonmoral social judgments,Raznahan,Ivanei E. Bramati;Ricardo De Oliveira-Souza;Jorge Moll;Jordan Grafman,2002-01-01,316,NeuroImage,696-703,10.1006/nimg.2002.1118,,0036335669,"('2-s2.0-0036335669', 'Raznahan')",Article,,https://api.elsevier.com/content/abstract/scopus_id/0036335669,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0036335669&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0036335669&origin=inward
Social concepts are represented in the superior anterior temporal cortex,Raznahan,Griselda Garrido;Jordan Grafman;Frank Krueger;Edward D. Huey;Jorge Moll;Roland Zahn,2007-04-10,290,Proceedings of the National Academy of Sciences of the United States of America,6430-6435,10.1073/pnas.0607061104,17404215,34547511134,"('2-s2.0-34547511134', 'Raznahan')",Article,,https://api.elsevier.com/content/abstract/scopus_id/34547511134,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=34547511134&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=34547511134&origin=inward
Neural correlates of trust,Raznahan,Nikolaus Kriegeskorte;Jordan Grafman;Armin Heinecke;Maren Strenziok;Frank Krueger;Kevin McCabe;Jorge Moll;Roland Zahn,2007-12-11,226,Proceedings of the National Academy of Sciences of the United States of America,20084-20089,10.1073/pnas.0710103104,18056800,38049112572,"('2-s2.0-38049112572', 'Raznahan')",Article,,https://api.elsevier.com/content/abstract/scopus_id/38049112572,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=38049112572&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=38049112572&origin=inward
The neural basis of human social values: Evidence from functional MRI,Raznahan,Griselda Garrido;Jordan Grafman;Frank Krueger;Edward D. Huey;Jorge Moll;Mirella Paiva;Roland Zahn,2009-02-01,199,Cerebral Cortex,276-283,10.1093/cercor/bhn080,18502730,58449086165,"('2-s2.0-58449086165', 'Raznahan')",Article,BMBF,https://api.elsevier.com/content/abstract/scopus_id/58449086165,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=58449086165&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=58449086165&origin=inward
Apathy and disinhibition in frontotemporal dementia: Insights into their neural correlates,Raznahan,E. D. Huey;P. F. Nichelli;F. Krueger;G. Zamboni;J. Grafman,2008-09-02,168,Neurology,736-742,10.1212/01.wnl.0000324920.96835.95,18765649,54049108530,"('2-s2.0-54049108530', 'Raznahan')",Article,,https://api.elsevier.com/content/abstract/scopus_id/54049108530,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=54049108530&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=54049108530&origin=inward
The self as a moral agent: Linking the neural bases of social agency and moral sensitivity,Raznahan,Ivanei E. Bramati;Mirella L.M.F. Paiva;Ricardo de Oliveira-Souza;Jordan Grafman;Egas M.A. Caparelli-Daquer;Jorge Moll;Roland Zahn;Griselda J. Garrido,2007-01-01,150,Social Neuroscience,336-352,10.1080/17470910701392024,18633822,34447525749,"('2-s2.0-34447525749', 'Raznahan')",Article,CNPq,https://api.elsevier.com/content/abstract/scopus_id/34447525749,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=34447525749&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=34447525749&origin=inward
The roles of timing and task order during task switching,Raznahan,Etienne Koechlin;Jean Claude Dreher;Jordan Grafman;Syed Omar Ali,2002-01-01,134,NeuroImage,95-109,10.1006/nimg.2002.1169,12482070,0036741224,"('2-s2.0-0036741224', 'Raznahan')",Article,,https://api.elsevier.com/content/abstract/scopus_id/0036741224,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0036741224&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0036741224&origin=inward
Cognitive and neural foundations of religious belief,Raznahan,Michael Su;Dimitrios Kapogiannis;Aron K. Barbey;Jordan Grafman;Frank Krueger;Giovanna Zamboni,2009-03-24,151,Proceedings of the National Academy of Sciences of the United States of America,4876-4881,10.1073/pnas.0811717106,19273839,63849207252,"('2-s2.0-63849207252', 'Raznahan')",Article,,https://api.elsevier.com/content/abstract/scopus_id/63849207252,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=63849207252&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=63849207252&origin=inward
Dissociating the roles of the rostral anterior cingulate and the lateral prefrontal cortices in performing two tasks simultaneously or successively,Raznahan,Jean Claude Dreher;Jordan Grafman,2003-04-01,120,Cerebral Cortex,329-339,10.1093/cercor/13.4.329,12631562,0037379819,"('2-s2.0-0037379819', 'Raznahan')",Article,,https://api.elsevier.com/content/abstract/scopus_id/0037379819,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0037379819&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0037379819&origin=inward
The roles of the cerebellum and basal ganglia in timing and error prediction,Raznahan,Jean Claude Dreher;Jordan Grafman,2002-01-01,117,European Journal of Neuroscience,1609-1619,10.1046/j.1460-9568.2002.02212.x,12405975,0036428729,"('2-s2.0-0036428729', 'Raznahan')",Article,,https://api.elsevier.com/content/abstract/scopus_id/0036428729,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0036428729&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0036428729&origin=inward
Social conceptual impairments in frontotemporal lobar degeneration with right anterior temporal hypometabolism,Raznahan,Michael Tierney;Jordan Grafman;Edward D. Huey;Frank Krueger;Jorge Moll;Roland Zahn;Vijeth Iyengar,2009-03-01,119,Brain,604-616,10.1093/brain/awn343,19153155,64849090602,"('2-s2.0-64849090602', 'Raznahan')",Article,NINDS,https://api.elsevier.com/content/abstract/scopus_id/64849090602,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=64849090602&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=64849090602&origin=inward
Neural correlates of automatic beliefs about gender and race,Raznahan,Kristine M. Knutson;Charlotte F. Manly;Linda Mah;Jordan Grafman,2007-10-01,104,Human Brain Mapping,915-930,10.1002/hbm.20320,17133388,35148839423,"('2-s2.0-35148839423', 'Raznahan')",Article,,https://api.elsevier.com/content/abstract/scopus_id/35148839423,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=35148839423&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=35148839423&origin=inward
Social contracts and precautions activate different neurological systems: An fMRI investigation of deontic reasoning,Raznahan,Laurence Fiddick;Jordan Grafman;Maria Vittoria Spampinato,2005-12-01,69,NeuroImage,778-786,10.1016/j.neuroimage.2005.05.033,15994098,28244480421,"('2-s2.0-28244480421', 'Raznahan')",Article,,https://api.elsevier.com/content/abstract/scopus_id/28244480421,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=28244480421&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=28244480421&origin=inward
Medial prefrontal and subcortical mechanisms underlying the acquisition of motor and cognitive action sequences in humans,Raznahan,Yves Burnod;Adrian Danek;Etienne Koechlin;Jordan Grafman,2002-07-18,65,Neuron,371-381,10.1016/S0896-6273(02)00742-0,,0037130475,"('2-s2.0-0037130475', 'Raznahan')",Article,,https://api.elsevier.com/content/abstract/scopus_id/0037130475,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0037130475&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0037130475&origin=inward
Clinicopathologic features of frontotemporal dementia with Progranulin sequence variation,Wassermann,P. Pietrini;J. C. Troncoso;B. Ghetti;E. D. Huey;M. A. Baraibar;S. Spina;A. G. Barbeito;E. M. Wassermann;R. Vidal;J. R. Murrell;J. Grafman,2007-01-01,62,Neurology,820-827,10.1212/01.wnl.0000254460.31273.2d,17202431,34047224991,"('2-s2.0-34047224991', 'Wassermann')",Article,,https://api.elsevier.com/content/abstract/scopus_id/34047224991,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=34047224991&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=34047224991&origin=inward
Politics on the brain: an FMRI investigation.,Wassermann,Kristine M. Knutson;Jacqueline N. Wood;Maria V. Spampinato;Jordan Grafman,2006-01-01,60,Social neuroscience,25-40,10.1080/17470910600670603,17372621,33847043309,"('2-s2.0-33847043309', 'Wassermann')",Article,NIH,https://api.elsevier.com/content/abstract/scopus_id/33847043309,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=33847043309&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=33847043309&origin=inward
Event frequency modulates the processing of daily life activities in human medial prefrontal cortex,Wassermann,Jordan Grafman;Armin Heinecke;Frank Krueger;Jorge Moll;Roland Zahn,2007-10-01,59,Cerebral Cortex,2346-2353,10.1093/cercor/bhl143,17190970,34948857902,"('2-s2.0-34948857902', 'Wassermann')",Article,NINDS,https://api.elsevier.com/content/abstract/scopus_id/34948857902,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=34948857902&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=34948857902&origin=inward
Brain activation in processing temporal sequence: An fMRI study,Wassermann,Kristine M. Knutson;Jacqueline N. Wood;Jordan Grafman,2004-01-01,53,NeuroImage,1299-1307,10.1016/j.neuroimage.2004.08.012,15589094,13844310732,"('2-s2.0-13844310732', 'Wassermann')",Article,NINDS,https://api.elsevier.com/content/abstract/scopus_id/13844310732,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=13844310732&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=13844310732&origin=inward
The hippocampal system mediates logical reasoning about familiar spatial environments,Wassermann,Vinod Goel;Jordan Grafman;Milan Makale,2004-05-01,60,Journal of Cognitive Neuroscience,654-664,10.1162/089892904323057362,15165354,2442437936,"('2-s2.0-2442437936', 'Wassermann')",Article,,https://api.elsevier.com/content/abstract/scopus_id/2442437936,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=2442437936&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=2442437936&origin=inward
Category-specific representations of social and nonsocial knowledge in the human prefrontal cortex,Wassermann,M. Makale;J. N. Wood;Jordan Grafman;S. G. Romero,2003-02-15,45,Journal of Cognitive Neuroscience,236-248,10.1162/089892903321208178,12676061,0037440872,"('2-s2.0-0037440872', 'Wassermann')",Article,,https://api.elsevier.com/content/abstract/scopus_id/0037440872,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0037440872&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0037440872&origin=inward
Distributed neural systems for temporal production: A functional MRI study,Wassermann,Gianpaolo Basso;Matthew Peterson;Jordan Grafman;Paolo Nichelli;Charles M. Wharton,2003-01-30,38,Brain Research Bulletin,405-411,10.1016/S0361-9230(02)00941-3,12507693,0037472345,"('2-s2.0-0037472345', 'Wassermann')",Article,,https://api.elsevier.com/content/abstract/scopus_id/0037472345,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0037472345&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0037472345&origin=inward
Head of the caudate nucleus is most vulnerable in Chorea - Acanthocytosis: A voxel-based morphometry study,Wassermann,Adrian Danek;Jordan Grafman;Jan Kassubek;Karsten Henkel;John Butman,2006-10-01,40,Movement Disorders,1728-1731,10.1002/mds.21046,16874760,33750966722,"('2-s2.0-33750966722', 'Wassermann')",Article,,https://api.elsevier.com/content/abstract/scopus_id/33750966722,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=33750966722&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=33750966722&origin=inward
"Representation of attitudinal knowledge: Role of prefrontal cortex, amygdala and parahippocampal gyrus",Wassermann,Kristine M. Knutson;Jacqueline N. Wood;Jordan Grafman;Stephen G. Romero,2005-01-01,31,Neuropsychologia,249-259,10.1016/j.neuropsychologia.2004.11.011,15707909,13544274265,"('2-s2.0-13544274265', 'Wassermann')",Conference Paper,,https://api.elsevier.com/content/abstract/scopus_id/13544274265,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=13544274265&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=13544274265&origin=inward
A role for right ventrolateral prefrontal cortex in reasoning about indeterminate relations,Wassermann,Jordan Grafman;Marina Nakic;Kris Knutson;Vinod Goel;Melanie Stollstorff,2009-11-01,37,Neuropsychologia,2790-2797,10.1016/j.neuropsychologia.2009.06.002,19523967,70249145763,"('2-s2.0-70249145763', 'Wassermann')",Article,,https://api.elsevier.com/content/abstract/scopus_id/70249145763,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=70249145763&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=70249145763&origin=inward
Psychological structure and neural correlates of event knowledge,Wassermann,Kristine M. Knutson;Jacqueline N. Wood;Jordan Grafman,2005-08-01,32,Cerebral Cortex,1155-1161,10.1093/cercor/bhh215,15563720,25444512196,"('2-s2.0-25444512196', 'Wassermann')",Article,,https://api.elsevier.com/content/abstract/scopus_id/25444512196,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=25444512196&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=25444512196&origin=inward
Fronto-parietal regulation of media violence exposure in adolescents: A multi-method study,Wassermann,Elke Van der meer;Gopikrishna Deshpande;Rhoshel K. Lenroot;Jordan Grafman;Maren Strenziok;Frank Krueger,2011-10-01,37,Social Cognitive and Affective Neuroscience,537-547,10.1093/scan/nsq079,20934985,79960942747,"('2-s2.0-79960942747', 'Wassermann')",Article,,https://api.elsevier.com/content/abstract/scopus_id/79960942747,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79960942747&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79960942747&origin=inward
Integral calculus problem solving: An fMRI investigation,Wassermann,Matteo Pardini;Jacqueline N. Wood;Jordan Grafman;Maria Vittoria Spampinato;Sinisa Pajevic;Frank Krueger;George H. Weiss;Steffen Landgraf,2008-07-16,30,NeuroReport,1095-1099,10.1097/WNR.0b013e328303fd85,18596607,49949115092,"('2-s2.0-49949115092', 'Wassermann')",Article,,https://api.elsevier.com/content/abstract/scopus_id/49949115092,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=49949115092&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=49949115092&origin=inward
Anosognosia for behavioral disturbances in frontotemporal dementia and corticobasal syndrome: A voxel-based morphometry study,Wassermann,K. M. Knutson;E. D. Huey;F. Krueger;G. Zamboni;J. Grafman,2010-02-01,31,Dementia and Geriatric Cognitive Disorders,88-96,10.1159/000255141,20150729,76149120432,"('2-s2.0-76149120432', 'Wassermann')",Article,,https://api.elsevier.com/content/abstract/scopus_id/76149120432,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=76149120432&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=76149120432&origin=inward
An fMRI investigation of the effects of belief in free will on third-party punishment,Wassermann,Frank Krueger;Jordan Grafman;Henrik Walter;Morris Hoffman,2014-08-01,30,Social Cognitive and Affective Neuroscience,1143-1149,10.1093/scan/nst092,23887810,84905697935,"('2-s2.0-84905697935', 'Wassermann')",Article,,https://api.elsevier.com/content/abstract/scopus_id/84905697935,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84905697935&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84905697935&origin=inward
Observing social gestures: An fMRI study,Wassermann,Kristine M. Knutson;Erin M. McClellan;Jordan Grafman,2008-06-01,18,Experimental Brain Research,187-198,10.1007/s00221-008-1352-6,18483724,45449089254,"('2-s2.0-45449089254', 'Wassermann')",Article,NIH,https://api.elsevier.com/content/abstract/scopus_id/45449089254,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=45449089254&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=45449089254&origin=inward
Developmental effects of aggressive behavior in male adolescents assessed with structural and functional brain imaging,Wassermann,Kristine M. Knutson;Rhoshel K. Lenroot;Armin Heinecke;Maren Strenziok;Frank Krueger;Jordan Grafman;Elke van der Meer,2011-01-01,17,Social Cognitive and Affective Neuroscience,2-11,10.1093/scan/nsp036,19770220,78751679930,"('2-s2.0-78751679930', 'Wassermann')",Article,,https://api.elsevier.com/content/abstract/scopus_id/78751679930,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=78751679930&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=78751679930&origin=inward
The frontopolar cortex mediates event knowledge complexity: A parametric functional MRI study,Wassermann,Thomas Morland;Aron K. Barbey;Jordan Grafman;Maria Vittoria Spampinato;Frank Krueger;Edward D. Huey,2009-08-05,18,NeuroReport,1093-1097,10.1097/WNR.0b013e32832e7ea5,19590392,68249110401,"('2-s2.0-68249110401', 'Wassermann')",Article,NINDS,https://api.elsevier.com/content/abstract/scopus_id/68249110401,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=68249110401&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=68249110401&origin=inward
Regional brain atrophy and impaired decision making on the Balloon Analog Risk Task in behavioral variant frontotemporal dementia,Wassermann,Jordan Grafman;Maren Strenziok;Frank Krueger;Sarah Pulaski;Giovanna Zamboni;Deborah Clawson,2011-06-01,17,Cognitive and Behavioral Neurology,59-67,10.1097/WNN.0b013e3182255a7c,21697710,79959975905,"('2-s2.0-79959975905', 'Wassermann')",Article,,https://api.elsevier.com/content/abstract/scopus_id/79959975905,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79959975905&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79959975905&origin=inward
Brain networks shaping religious belief,Wassermann,Gopikrishna Deshpande;Dimitrios Kapogiannis;Frank Krueger;Jordan Henry Grafman;Matthew P. Thornburg,2014-02-01,19,Brain Connectivity,70-79,10.1089/brain.2013.0172,24279687,84907284993,"('2-s2.0-84907284993', 'Wassermann')",Article,,https://api.elsevier.com/content/abstract/scopus_id/84907284993,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84907284993&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84907284993&origin=inward
Interest in politics modulates neural activity in the amygdala and ventral striatum,Wassermann,Frank Krueger;Marta Gozzi;Giovanna Zamboni;Jordan Grafman,2010-11-01,16,Human Brain Mapping,1763-1771,10.1002/hbm.20976,20162603,78649602256,"('2-s2.0-78649602256', 'Wassermann')",Article,,https://api.elsevier.com/content/abstract/scopus_id/78649602256,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=78649602256&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=78649602256&origin=inward
Neural correlates of script event knowledge: A neuropsychological study following prefrontal injury,Wassermann,Jacqueline N. Wood;Michael Tierney;Laura A. Bidwell;Jordan Grafman,2005-01-01,12,Cortex,796-804,10.1016/S0010-9452(08)70298-3,16350660,28444499651,"('2-s2.0-28444499651', 'Wassermann')",Article,NINDS,https://api.elsevier.com/content/abstract/scopus_id/28444499651,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=28444499651&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=28444499651&origin=inward
Individual differences in posterior cortical volume correlate with proneness to pride and gratitude,Wassermann,Jorge Moll;Roland Zahn;Jordan Grafman;Griselda Garrido,2014-01-01,11,Social Cognitive and Affective Neuroscience,1676-1683,10.1093/scan/nst158,24106333,84928686467,"('2-s2.0-84928686467', 'Wassermann')",Article,,https://api.elsevier.com/content/abstract/scopus_id/84928686467,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84928686467&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84928686467&origin=inward
Lower Lateral Orbitofrontal Cortex Density Associated With More Frequent Exposure to Television and Movie Violence in Male Adolescents,Wassermann,Anne E. Openshaw;Jordan Grafman;Maren Strenziok;Frank Krueger;Giovanna Zamboni;Sarah J. Pulaski;Elke van der Meer,2010-06-01,9,Journal of Adolescent Health,607-609,10.1016/j.jadohealth.2009.11.196,20472220,77952104766,"('2-s2.0-77952104766', 'Wassermann')",Article,NIH,https://api.elsevier.com/content/abstract/scopus_id/77952104766,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=77952104766&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=77952104766&origin=inward
Architecture of Counterfactual Thought in the Prefrontal Cortex,Wassermann,Frank Krueger;Aron K. Barbey;Jordan Grafman,2011-09-22,5,Predictions in the Brain: Using Our Past to Generate a Future,,10.1093/acprof:oso/9780195395518.003.0018,,84922760522,"('2-s2.0-84922760522', 'Wassermann')",Chapter,,https://api.elsevier.com/content/abstract/scopus_id/84922760522,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84922760522&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84922760522&origin=inward
Functional networks in emotional moral and nonmoral social judgments,Wassermann,Ivanei E. Bramati;Ricardo De Oliveira-Souza;Jorge Moll;Jordan Grafman,2013-01-01,0,Social Neuroscience: Key Readings,63-72,10.4324/9780203496190,,84920616344,"('2-s2.0-84920616344', 'Wassermann')",Chapter,,https://api.elsevier.com/content/abstract/scopus_id/84920616344,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84920616344&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84920616344&origin=inward
Executive Functions,Wassermann,Jordan Grafman,2009-05-01,0,Neuroergonomics: The brain at work,,10.1093/acprof:oso/9780195177619.003.0011,,84920753092,"('2-s2.0-84920753092', 'Wassermann')",Chapter,,https://api.elsevier.com/content/abstract/scopus_id/84920753092,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84920753092&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84920753092&origin=inward
Phasic and sustained fear in humans elicits distinct patterns of brain activity,Grillon,Christian Grillon;Raphael Kaplan;Gang Chen;Ruben P. Alvarez;Jerzy Bodurka,2011-03-01,182,NeuroImage,389-400,10.1016/j.neuroimage.2010.11.057,21111828,78951492017,"('2-s2.0-78951492017', 'Grillon')",Article,NIMH,https://api.elsevier.com/content/abstract/scopus_id/78951492017,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=78951492017&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=78951492017&origin=inward
The adaptive threat bias in anxiety: Amygdala-dorsomedial prefrontal cortex coupling and aversive amplification,Grillon,Christian Grillon;Danielle R. Charney;Katherine Vytal;Oliver J. Robinson;Cassie Overstreet,2012-03-01,107,NeuroImage,523-529,10.1016/j.neuroimage.2011.11.096,22178453,84857134559,"('2-s2.0-84857134559', 'Grillon')",Article,,https://api.elsevier.com/content/abstract/scopus_id/84857134559,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84857134559&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84857134559&origin=inward
