Title,PI,Authors,Date,Cited-By Count,Source Title,Page Range,DOI,PubMed ID,Scopus ID,EID,Type,Funding Agency,Abstract Link,Scopus Link,Cited-By Link
The major depressive disorder GWAS-supported variant rs10514299 in TMEM161B-MEF2C predicts putamen activation during reward processing in alcohol dependence,Momenan,Reza Momenan;Carlos R. Cortes;Christine Muench;Melanie Schwandt;Jeesun Jung;Falk W. Lohoff,2018-12-01,3,Translational Psychiatry,,10.1038/s41398-018-0184-9,30006604,85049883924,2-s2.0-85049883924,Article,NIH,https://api.elsevier.com/content/abstract/scopus_id/85049883924,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85049883924&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85049883924&origin=inward
Neural Correlates of Compulsive Alcohol Seeking in Heavy Drinkers,Momenan,Reza Momenan;Kelsey Sundby;Lauren Sussman;Nancy Diazgranados;Markus Heilig;Erica N. Grodin;Grace M. Brennan,2018-12-01,15,Biological Psychiatry: Cognitive Neuroscience and Neuroimaging,1022-1031,10.1016/j.bpsc.2018.06.009,30143454,85057151554,2-s2.0-85057151554,Article,NIAAA,https://api.elsevier.com/content/abstract/scopus_id/85057151554,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85057151554&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85057151554&origin=inward
Methylomic profiling and replication implicates deregulation of PCSK9 in alcohol use disorder,Momenan,C. Muench;J. L. Sorcher;M. J. Phillips;H. Sun;M. Schwandt;Z. Zhou;R. Momenan;B. Gao;G. F. Koob;A. Holmes;A. D. Rosen;I. S. Jones;M. J. Xu;C. A. Hodgkinson;Z. A. Kaminsky;K. L. Mauro;L. F. Vendruscolo;F. W. Lohoff;D. T. George;R. R. Fanelli,2018-09-01,26,Molecular Psychiatry,,10.1038/mp.2017.168,28848234,85056460836,2-s2.0-85056460836,Article,NIH,https://api.elsevier.com/content/abstract/scopus_id/85056460836,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85056460836&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85056460836&origin=inward
Random forest based classification of alcohol dependence patients and healthy controls using resting state MRI,Momenan,Reza Momenan;Mike Kerich;Xiaofei Du;Xi Zhu;Falk W. Lohoff,2018-05-29,15,Neuroscience Letters,27-33,10.1016/j.neulet.2018.04.007,29626649,85045042313,2-s2.0-85045042313,Article,NIAAA,https://api.elsevier.com/content/abstract/scopus_id/85045042313,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85045042313&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85045042313&origin=inward
"Mapping cortical brain asymmetry in 17,141 healthy individuals worldwide via the ENIGMA consortium",Momenan,Samuel R. Mathias;Jose M. Canive;Ramona Baur-Streubel;Erlend Bøen;Jeffery N. Epstein;Anna E. Goudriaan;Eric Earl;Jochen Bauer;Janita Bralten;Norman Delanty;Fernando Cendes;Colm G. Connolly;Anders Dale;Colin P. Doherty;Carl Johan Ekman;Janna Cousijn;Danielle Do Santos Garcia;Janice Fullerton;Paola Fuentes-Claramonte;Damien A. Fair;Oliver Gruber;Nicola J. Armstrong;Samantha J. Brooks;John J. Foxe;Qun Lin Chen;Sara Ambrosino De Bruttopilo;Jean Paul Fouche;Andre Aleman;Theophilus N. Akudjedu;Kaylita Chantiluke;Udo Dannlowski;Christian Bürger;Dara M. Cannon;Annette Conzelmann;Saud Alhusaini;Adriana Di Martino;Narelle K. Hansell;Christoph Abé;David Ames;Vince Calhoun;Erin W. Dickie;Stefan Ehrlich;Bernhard T. Baune;Sara K. Blaine;Ian J. Deary;Anastasia Christakou;Guillén Fernández;Xiang Zhen Kong;Yuqi Cheng;Geraldo Busatto Filho;Alysa Doyle;Anna Calvo;Maria Del Carmen Valdés Hernández;Stephen V. Faraone;Hans Jörgen Grabe;Jan Haavik;Daniel Brandeis;Tiril Gurholt;Silvia Brem;Jan Buitelaar;N. Trung Doan;Thomas Frodl;Tiffany Moukbel Chaim-Avancini;Mathew A. Harris;Ingrid Agartz;Tim Hahn;Tulio Guadalupe;Erick Jorge Canales-Rodríguez;Aldo Córdova-Palomera;Ian H. Gotlib;Francisco X. Castellanos;Hugh Garavan;Patrick De Zeeuw;Catharina A. Hartman;Albert Batalla;Damion V. Demeter;Premika Boedhoe;Nynke A. Groenewold;Nicholas B. Allen;Ole A. Andreassen;Alejandro Arias Vasquez;Sarah Durston;Elisabeth C. Caparelli;Vincent P. Clark;Tim Crow;Gianpiero L. Cavalleri;Torbjørn Elvsåshagen;Dominik Grotegerd;Henry Brodaty;Robin Bülow;David Coghill;Ana Cubillo;Joseph Biederman;Mark E. Bastin;Katharina Förster;Felipe Bergo;Bruno Dietsche;Dilara Yüksel;Anushree Bose;Xiayu Chen,2018-05-29,64,Proceedings of the National Academy of Sciences of the United States of America,E5154-E5163,10.1073/pnas.1718418115,29764998,85047904406,2-s2.0-85047904406,Article,,https://api.elsevier.com/content/abstract/scopus_id/85047904406,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85047904406&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85047904406&origin=inward
Insula sensitivity to unfairness in alcohol use disorder,Momenan,Karan Mathur;Reza Momenan;Carlos R. Cortes;Claire L. Mann;Xi Zhu;Nancy Diazgranados;David T. George;Markus Heilig;Melanie Schwandt;Erica N. Grodin;Michael Kerich,2018-05-01,0,Alcohol and Alcoholism,201-208,10.1093/alcalc/agx115,29309499,85047140071,2-s2.0-85047140071,Article,NIH,https://api.elsevier.com/content/abstract/scopus_id/85047140071,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85047140071&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85047140071&origin=inward
Dopamine Transporter Gene Methylation is Associated with Nucleus Accumbens Activation During Reward Processing in Healthy but not Alcohol-Dependent Individuals,Momenan,Reza Momenan;Carlos R. Cortes;Christine Muench;Corinde E. Wiers;Falk W. Lohoff,2018-01-01,8,Alcoholism: Clinical and Experimental Research,21-31,10.1111/acer.13526,29030974,85035238907,2-s2.0-85035238907,Article,NIH,https://api.elsevier.com/content/abstract/scopus_id/85035238907,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85035238907&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85035238907&origin=inward
Decreased subcortical volumes in alcohol dependent individuals: effect of polysubstance use disorder,Momenan,Reza Momenan;Erica N. Grodin,2017-09-01,9,Addiction Biology,1426-1437,10.1111/adb.12421,27334243,85028458841,2-s2.0-85028458841,Article,,https://api.elsevier.com/content/abstract/scopus_id/85028458841,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85028458841&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85028458841&origin=inward
The anterior cingulate cortex is necessary for forming prosocial preferences from vicarious reinforcement in monkeys,Murray,Chloe L. Karaskiewicz;Steve W.C. Chang;Benjamin M. Basile;Elisabeth A. Murray;Jamie L. Schafroth,2020-06-01,2,PLoS Biology,,10.1371/journal.pbio.3000677,32530910,85086523526,2-s2.0-85086523526,Article,NIMH,https://api.elsevier.com/content/abstract/scopus_id/85086523526,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85086523526&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85086523526&origin=inward
Lesion Studies in Contemporary Neuroscience,Murray,Michael Petrides;Avinash R. Vaidya;Maia S. Pujara;Lesley K. Fellows;Elisabeth A. Murray,2019-08-01,12,Trends in Cognitive Sciences,653-671,10.1016/j.tics.2019.05.009,31279672,85068235545,2-s2.0-85068235545,Review,CFREF,https://api.elsevier.com/content/abstract/scopus_id/85068235545,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85068235545&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85068235545&origin=inward
NIMH MonkeyLogic: Behavioral control and data acquisition in MATLAB,Murray,Elisabeth A. Murray;Andrew R. Mitz;Jaewon Hwang,2019-07-15,1,Journal of Neuroscience Methods,13-21,10.1016/j.jneumeth.2019.05.002,31071345,85065733478,2-s2.0-85065733478,Article,NIH,https://api.elsevier.com/content/abstract/scopus_id/85065733478,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85065733478&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85065733478&origin=inward
Heightened defensive responses following subtotal lesions of macaque orbitofrontal cortex,Murray,Peter H. Rudebeck;Nicole K. Ciesinski;Maia S. Pujara;Elisabeth A. Murray,2019-05-22,4,Journal of Neuroscience,4133-4141,10.1523/JNEUROSCI.2812-18.2019,30910790,85066511520,2-s2.0-85066511520,Article,NIMH,https://api.elsevier.com/content/abstract/scopus_id/85066511520,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85066511520&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85066511520&origin=inward
"Gustatory responses in macaque monkeys revealed with fMRI: Comments on taste, taste preference, and internal state",Murray,Peter M. Kaskan;Andrew R. Mitz;Mark A. Nicholas;Aaron M. Dean;Elisabeth A. Murray,2019-01-01,5,NeuroImage,932-942,10.1016/j.neuroimage.2018.10.005,30291973,85054870973,2-s2.0-85054870973,Article,NARSAD,https://api.elsevier.com/content/abstract/scopus_id/85054870973,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85054870973&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85054870973&origin=inward
Ventral striatum’s role in learning from gains and losses,Murray,Elisabeth A. Murray;Bruno B. Averbeck;Vincent D. Costa;Craig A. Taswell,2018-12-26,6,Proceedings of the National Academy of Sciences of the United States of America,E12398-E12406,10.1073/pnas.1809833115,30545910,85059215917,2-s2.0-85059215917,Article,NIMH,https://api.elsevier.com/content/abstract/scopus_id/85059215917,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85059215917&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85059215917&origin=inward
Amygdala lesions eliminate viewing preferences for faces in rhesus monkeys,Murray,Susan G. Wardle;Leslie G. Ungerleider;Benjamin M. Basile;Molly Flessert;Aidan P. Murphy;Jessica Taubert;Elisabeth A. Murray,2018-07-31,14,Proceedings of the National Academy of Sciences of the United States of America,8043-8048,10.1073/pnas.1807245115,30012600,85051731035,2-s2.0-85051731035,Article,NIMH,https://api.elsevier.com/content/abstract/scopus_id/85051731035,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85051731035&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85051731035&origin=inward
Specializations for reward-guided decision-making in the primate ventral prefrontal cortex,Murray,Elisabeth A. Murray;Peter H. Rudebeck,2018-07-01,25,Nature Reviews Neuroscience,404-417,10.1038/s41583-018-0013-4,29795133,85047252929,2-s2.0-85047252929,Review,NARSAD,https://api.elsevier.com/content/abstract/scopus_id/85047252929,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85047252929&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85047252929&origin=inward
Ventral striatum lesions do not affect reinforcement learning with deterministic outcomes on slow time scales,Murray,Elisabeth A. Murray;Bruno B. Averbeck;Raquel Vicario-Feliciano,2017-10-01,2,Behavioral Neuroscience,385-391,10.1037/bne0000211,28805428,85027311074,2-s2.0-85027311074,Article,,https://api.elsevier.com/content/abstract/scopus_id/85027311074,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85027311074&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85027311074&origin=inward
Specialized Representations of Value in the Orbital and Ventrolateral Prefrontal Cortex: Desirability versus Availability of Outcomes,Murray,Peter H. Rudebeck;Richard C. Saunders;Elisabeth A. Murray;Dawn A. Lundgren,2017-08-30,38,Neuron,1208-1220.e5,10.1016/j.neuron.2017.07.042,28858621,85028541017,2-s2.0-85028541017,Article,NARSAD,https://api.elsevier.com/content/abstract/scopus_id/85028541017,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85028541017&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85028541017&origin=inward
MRI overestimates excitotoxic amygdala lesion damage in rhesus monkeys,Murray,Ludise Malkova;Chloe L. Karaskiewicz;Benjamin M. Basile;Elisabeth A. Murray;Emily C. Fiuzat,2017-06-08,4,Frontiers in Integrative Neuroscience,,10.3389/fnint.2017.00012,,85032269649,2-s2.0-85032269649,Article,NIMH,https://api.elsevier.com/content/abstract/scopus_id/85032269649,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85032269649&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85032269649&origin=inward
Silencing of immune activation with methotrexate in patients with COVID-19,Nath,Avindra Nath;Farinaz Safavi,2020-08-15,0,Journal of the Neurological Sciences,,10.1016/j.jns.2020.116942,32471659,85085386556,2-s2.0-85085386556,Editorial,NIH,https://api.elsevier.com/content/abstract/scopus_id/85085386556,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85085386556&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85085386556&origin=inward
"Effect of HIV and Interpersonal Trauma on Cortical Thickness, Cognition, and Daily Functioning",Nath,Joseph Snow;Avindra Nath;Suad Kapetanovic;Govind Nair;Katrina Geannopoulos;Peter Siyahhan Julnes;Katherine A. Traino;Bryan R. Smith;Gina Norato,2020-08-01,0,Journal of acquired immune deficiency syndromes (1999),405-413,10.1097/QAI.0000000000002358,32235173,85087321334,2-s2.0-85087321334,Article,,https://api.elsevier.com/content/abstract/scopus_id/85087321334,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85087321334&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85087321334&origin=inward
Regulation of stem cell function and neuronal differentiation by HERV-K via mTOR pathway,Nath,Kory R. Johnson;Marie Medynets;Joseph Steiner;Anna Bagnell;James O'Malley;Brianna DiSanza;Nasir Malik;Avindra Nath;Alina Hadegan;Dragan Maric;Jeffrey Kowalak;Yadi Xu;Tara T. Doucet-O'Hare;Wenxue Li;Kevon Sampson;Richa Tyagi;Tongguang Wang,2020-07-28,0,Proceedings of the National Academy of Sciences of the United States of America,17842-17853,10.1073/pnas.2002427117,32669437,85088879424,2-s2.0-85088879424,Article,,https://api.elsevier.com/content/abstract/scopus_id/85088879424,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85088879424&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85088879424&origin=inward
Productive HIV infection in astrocytes can be established via a nonclassical mechanism,Nath,Eugene O. Major;Avindra Nath;Dragan Maric;Guan Han Li,2020-06-01,2,"AIDS (London, England)",963-978,10.1097/QAD.0000000000002512,32379159,85084379740,2-s2.0-85084379740,Article,,https://api.elsevier.com/content/abstract/scopus_id/85084379740,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85084379740&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85084379740&origin=inward
Neurologic complications of coronavirus infections,Nath,Avindra Nath,2020-05-12,32,Neurology,809-810,10.1212/WNL.0000000000009455,32229625,85083557304,2-s2.0-85083557304,Editorial,NIH,https://api.elsevier.com/content/abstract/scopus_id/85083557304,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85083557304&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85083557304&origin=inward
CD8<sup>+</sup> T cells target cerebrovasculature in children with cerebral malaria,Nath,Kory R. Johnson;Brittany A. Riggle;Myoung Hwa Lee;Susan K. Pierce;Avindra Nath;Osorio Lopes Abath Neto;Dragan Maric;Terrie E. Taylor;Monica Manglani;Louis H. Miller;Dorian B. McGavern;Karl B. Seydel,2020-03-02,3,Journal of Clinical Investigation,1128-1138,10.1172/JCI133474,31821175,85081137051,2-s2.0-85081137051,Article,NIH,https://api.elsevier.com/content/abstract/scopus_id/85081137051,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85081137051&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85081137051&origin=inward
Advances toward curing HIV-1 infection in tissue reservoirs,Nath,Lauren B. Reoma;Lisa J. Henderson;Avindra Nath;Joseph A. Kovacs,2020-02-01,1,Journal of Virology,,10.1128/JVI.00375-19,31694954,85078116865,2-s2.0-85078116865,Review,OAR,https://api.elsevier.com/content/abstract/scopus_id/85078116865,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85078116865&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85078116865&origin=inward
The Pathogenesis of Nodding Syndrome,Nath,Tory P. Johnson;Avindra Nath;James Sejvar;Thomas B. Nutman,2020-01-24,0,Annual Review of Pathology: Mechanisms of Disease,395-417,10.1146/annurev-pathmechdis-012419-032748,31977293,85078303202,2-s2.0-85078303202,Review,,https://api.elsevier.com/content/abstract/scopus_id/85078303202,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85078303202&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85078303202&origin=inward
Neurotoxicities associated with checkpoint inhibitors: Two case reports and a review of the literature,Nath,Nicole N. Davarpanah;Martha Quezado;Lisa M. Cordes;Avindra Nath;Billel Gasmi;Andrea B. Apolo;Lauren B. Reoma;Omar I. Khan,2020-01-01,0,Clinical Case Reports,24-32,10.1002/ccr3.2534,,85075748697,2-s2.0-85075748697,Article,NIH,https://api.elsevier.com/content/abstract/scopus_id/85075748697,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85075748697&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85075748697&origin=inward
Neurological manifestations of Erdheim–Chester Disease,Nath,William A. Gahl;Juvianee I. Estrada-Veras;Fady Hannah-Shmouni;Louisa C. Boyd;Kevin J. O’Brien;Bernadette R. Gochuico;Neval Ozkaya;Avindra Nath;Tanya Lehky;Avner Meoded;Rahul H. Dave;Camilo Toro,2020-01-01,0,Annals of Clinical and Translational Neurology,,10.1002/acn3.51014,32227455,85082407052,2-s2.0-85082407052,Article,,https://api.elsevier.com/content/abstract/scopus_id/85082407052,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85082407052&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85082407052&origin=inward
Presence of Tat and transactivation response element in spinal fluid despite antiretroviral therapy,Nath,Robert A. Barclay;Joseph Steiner;Catherine Demarino;Joseph Snow;Justin McArthur;Fatah Kashanchi;Avindra Nath;Muzna Bachani;Ulisses A. Santamaria;Lauren Bowen Reoma;Tory P. Johnson;Lisa J. Henderson;Scott Letendre;Ned Sacktor;Bryan R. Smith,2019-12-01,8,AIDS,S145-S157,10.1097/QAD.0000000000002268,31789815,85075953371,2-s2.0-85075953371,Article,NINDS,https://api.elsevier.com/content/abstract/scopus_id/85075953371,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85075953371&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85075953371&origin=inward
Fatal encephalopathy with wild-type JC virus and ruxolitinib therapy,Nath,Daniel S. Reich;Phuong Vu;Marta Garcia Montojo;Marta Quezado;Richard Childs;Stephen M. Hewitt;Avindra Nath;Jamie Solis;Govind Nair;Erin Beck;Christopher Julius Trindade;Lauren Bowen Reoma;Maria Chiara Monaco;Kory Johnson;Omar I. Khan,2019-12-01,4,Annals of Neurology,878-884,10.1002/ana.25608,31600832,85074280688,2-s2.0-85074280688,Article,NIH,https://api.elsevier.com/content/abstract/scopus_id/85074280688,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85074280688&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85074280688&origin=inward
Involvement of organelles and inter-organellar signaling in the pathogenesis of HIV-1 associated neurocognitive disorder and Alzheimer's disease,Nath,Norman J. Haughey;Jonathan D. Geiger;Avindra Nath;Nabab Khan,2019-11-01,0,Brain Research,,10.1016/j.brainres.2019.146389,31425679,85070934250,2-s2.0-85070934250,Review,,https://api.elsevier.com/content/abstract/scopus_id/85070934250,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85070934250&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85070934250&origin=inward
Neuroinflammation and not tauopathy is a predominant pathological signature of nodding syndrome,Nath,Samir Kumar-Singh;Geoffrey Akena;Pamela R. Akun;Avindra Nath;Francis Olwa;Robert Colebunders;Martin Lammens;An Hotterbeekx;Richard Idro;Robert Lukande;Joneé Taylor,2019-11-01,7,Journal of Neuropathology and Experimental Neurology,1049-1058,10.1093/jnen/nlz090,31553445,85073655124,2-s2.0-85073655124,Article,ERC,https://api.elsevier.com/content/abstract/scopus_id/85073655124,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85073655124&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85073655124&origin=inward
Chronic Dengue Virus Panencephalitis in a Patient with Progressive Dementia with Extrapyramidal Features,Nath,Jonathan Howard;Steven Galetta;William A. Gahl;Ilya Kister;Jeffrey Kowalak;Camilo Toro;Juyun Kim;Tory P. Johnson;C. Christopher Lau;Myoung Hwa Lee;James Weisfeld-Adams;H. Benjamin Larman;Lauren B. Reoma;Carlos A. Pardo;Stephen S. Whitehead;Kory R. Johnson;Avindra Nath;Sanjay Kottapalli;Craig Blackstone;Arline Faustin;Matija Snuderl;Daniel Monaco,2019-11-01,3,Annals of Neurology,695-703,10.1002/ana.25588,31461177,85072194617,2-s2.0-85072194617,Article,"SOM, JHU",https://api.elsevier.com/content/abstract/scopus_id/85072194617,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85072194617&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85072194617&origin=inward
Safety and tolerability of Triumeq in amyotrophic lateral sclerosis: the Lighthouse trial,Nath,Matthew C. Kiernan;Steve Vucic;Leonard H. van den Berg;Mary Louise Rogers;Marta Garcia Montojo;Henk Jan Westeneng;Avindra Nath;Andrea Malaspina;Ammar Al-Chalabi;Vittoria Lombardi;Susan Mathers;Ulisses A. Santamaria;Gina Norato;Ruben P.A. van Eijk;Dominic B. Rowe;Puja R. Mehta;Julian Gold,2019-10-02,6,Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration,595-604,10.1080/21678421.2019.1632899,31284774,85068694658,2-s2.0-85068694658,Article,JPND,https://api.elsevier.com/content/abstract/scopus_id/85068694658,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85068694658&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85068694658&origin=inward
HIV and Alzheimer’s disease: complex interactions of HIV-Tat with amyloid β peptide and Tau protein,Nath,Eliezer Masliah;Alina Hategan;Avindra Nath,2019-10-01,2,Journal of NeuroVirology,648-660,10.1007/s13365-019-00736-z,31016584,85064914655,2-s2.0-85064914655,Article,NINDS,https://api.elsevier.com/content/abstract/scopus_id/85064914655,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85064914655&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85064914655&origin=inward
"Correction to: Astrocytes as an HIV CNS reservoir: highlights and reflections of an NIMH-sponsored symposium (Journal of NeuroVirology, (2018), 24, 6, (665-669), 10.1007/s13365-018-0691-8)",Nath,Jeymohan Joseph;Avindra Nath;Lena Al-Harthi,2019-08-01,1,Journal of NeuroVirology,616,10.1007/s13365-019-00726-1,31041681,85065259823,2-s2.0-85065259823,Erratum,,https://api.elsevier.com/content/abstract/scopus_id/85065259823,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85065259823&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85065259823&origin=inward
Technical considerations in detection of HERV-K in amyotrophic lateral sclerosis: selection of controls and the perils of qPCR,Nath,Avindra Nath;Wenxue Li;Marta Garcia-Montojo,2019-07-03,2,Acta neuropathologica communications,101,10.1186/s40478-019-0753-z,31269986,85069267321,2-s2.0-85069267321,Letter,NINDS,https://api.elsevier.com/content/abstract/scopus_id/85069267321,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85069267321&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85069267321&origin=inward
Future directions of training physician–scientists: Reimagining and remeasuring the workforce,Nath,Avindra Nath;John D. Heiss;Omar I. Khan;Wyatt P. Bensken,2019-05-01,0,Academic Medicine,659-663,10.1097/ACM.0000000000002581,30640263,85065305243,2-s2.0-85065305243,Review,NIH,https://api.elsevier.com/content/abstract/scopus_id/85065305243,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85065305243&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85065305243&origin=inward
Neuroinflammatory changes in relation to cerebrospinal fluid viral load in simian immunodeficiency virus encephalitis,Nath,Siva Muthusamy;Dima A. Hammoud;Paul Wakim;Dianne E. Lee;Sanhita Sinharay;Kenta Matsuda;William Schreiber-Stainthorp;Avindra Nath;Dragan Maric;Michele Di Mascio;Cheri A. Lee;William C. Reid;Falguni Basuli;Swati Shah;Vanessa Hirsch,2019-05-01,0,mBio,,10.1128/mBio.00970-19,31138753,85067115727,2-s2.0-85067115727,Article,NIH,https://api.elsevier.com/content/abstract/scopus_id/85067115727,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85067115727&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85067115727&origin=inward
Treatment of progressive multifocal leukoencephalopathy with pembrolizumab,Nath,Cornelius Weiller;Klaus Warnatz;Avindra Nath;Horst Urbach;Bodo Grimbacher;Steve Holland;Sebastian Rauer;Reinhard Marks,2019-04-25,18,New England Journal of Medicine,1676-1677,10.1056/NEJMc1817193,30969507,85064860482,2-s2.0-85064860482,Letter,,https://api.elsevier.com/content/abstract/scopus_id/85064860482,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85064860482&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85064860482&origin=inward
A longitudinal study of Ebola sequelae in Liberia,Nath,Elizabeth S. Higgs;Cavan Reilly;James D. Neaton;Allen O. Eghrari;Avindra Nath;Kenneth S. Jensen;Michael C. Sneller;Soka J. Moses;Mosoka P. Fallah;Lisa E. Hensley;H. Clifford Lane;Dehkontee Gayedyu-Dennis;Rachel J. Bishop;Justin Varughese;Moses Badio;Bonnie Dighero-Kemp;Kaylie Tuznik;Kumblytee L. Johnson,2019-03-07,23,New England Journal of Medicine,924-934,10.1056/NEJMoa1805435,30855742,85062697714,2-s2.0-85062697714,Article,NEI,https://api.elsevier.com/content/abstract/scopus_id/85062697714,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85062697714&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85062697714&origin=inward
