Title,Searched PI,Authors (scrambled),Date,Cited-By Count,Source Title,Page Range,DOI,PubMed ID,Scopus ID,EID,Type,Funding Agency,Abstract Link,Scopus Link,Cited-By Link
The anterior cingulate cortex is necessary for forming prosocial preferences from vicarious reinforcement in monkeys,Murray,Chloe L. Karaskiewicz;Steve W.C. Chang;Benjamin M. Basile;Elisabeth A. Murray;Jamie L. Schafroth,2020-06-01,2,PLoS Biology,,10.1371/journal.pbio.3000677,32530910.0,85086523526,2-s2.0-85086523526,Article,NIMH,https://api.elsevier.com/content/abstract/scopus_id/85086523526,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85086523526&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85086523526&origin=inward
Lesion Studies in Contemporary Neuroscience,Murray,Michael Petrides;Avinash R. Vaidya;Maia S. Pujara;Lesley K. Fellows;Elisabeth A. Murray,2019-08-01,12,Trends in Cognitive Sciences,653-671,10.1016/j.tics.2019.05.009,31279672.0,85068235545,2-s2.0-85068235545,Review,CFREF,https://api.elsevier.com/content/abstract/scopus_id/85068235545,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85068235545&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85068235545&origin=inward
NIMH MonkeyLogic: Behavioral control and data acquisition in MATLAB,Murray,Elisabeth A. Murray;Andrew R. Mitz;Jaewon Hwang,2019-07-15,1,Journal of Neuroscience Methods,13-21,10.1016/j.jneumeth.2019.05.002,31071345.0,85065733478,2-s2.0-85065733478,Article,NIH,https://api.elsevier.com/content/abstract/scopus_id/85065733478,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85065733478&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85065733478&origin=inward
Heightened defensive responses following subtotal lesions of macaque orbitofrontal cortex,Murray,Peter H. Rudebeck;Nicole K. Ciesinski;Maia S. Pujara;Elisabeth A. Murray,2019-05-22,4,Journal of Neuroscience,4133-4141,10.1523/JNEUROSCI.2812-18.2019,30910790.0,85066511520,2-s2.0-85066511520,Article,NIMH,https://api.elsevier.com/content/abstract/scopus_id/85066511520,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85066511520&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85066511520&origin=inward
"Gustatory responses in macaque monkeys revealed with fMRI: Comments on taste, taste preference, and internal state",Murray,Peter M. Kaskan;Andrew R. Mitz;Mark A. Nicholas;Aaron M. Dean;Elisabeth A. Murray,2019-01-01,5,NeuroImage,932-942,10.1016/j.neuroimage.2018.10.005,30291973.0,85054870973,2-s2.0-85054870973,Article,NARSAD,https://api.elsevier.com/content/abstract/scopus_id/85054870973,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85054870973&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85054870973&origin=inward
Silencing of immune activation with methotrexate in patients with COVID-19,Nath,Avindra Nath;Farinaz Safavi,2020-08-15,0,Journal of the Neurological Sciences,,10.1016/j.jns.2020.116942,32471659.0,85085386556,2-s2.0-85085386556,Editorial,NIH,https://api.elsevier.com/content/abstract/scopus_id/85085386556,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85085386556&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85085386556&origin=inward
"Effect of HIV and Interpersonal Trauma on Cortical Thickness, Cognition, and Daily Functioning",Nath,Joseph Snow;Avindra Nath;Suad Kapetanovic;Govind Nair;Katrina Geannopoulos;Peter Siyahhan Julnes;Katherine A. Traino;Bryan R. Smith;Gina Norato,2020-08-01,0,Journal of acquired immune deficiency syndromes (1999),405-413,10.1097/QAI.0000000000002358,32235173.0,85087321334,2-s2.0-85087321334,Article,,https://api.elsevier.com/content/abstract/scopus_id/85087321334,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85087321334&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85087321334&origin=inward
Regulation of stem cell function and neuronal differentiation by HERV-K via mTOR pathway,Nath,Kory R. Johnson;Marie Medynets;Joseph Steiner;Anna Bagnell;James O'Malley;Brianna DiSanza;Nasir Malik;Avindra Nath;Alina Hadegan;Dragan Maric;Jeffrey Kowalak;Yadi Xu;Tara T. Doucet-O'Hare;Wenxue Li;Kevon Sampson;Richa Tyagi;Tongguang Wang,2020-07-28,0,Proceedings of the National Academy of Sciences of the United States of America,17842-17853,10.1073/pnas.2002427117,32669437.0,85088879424,2-s2.0-85088879424,Article,,https://api.elsevier.com/content/abstract/scopus_id/85088879424,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85088879424&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85088879424&origin=inward
Productive HIV infection in astrocytes can be established via a nonclassical mechanism,Nath,Eugene O. Major;Avindra Nath;Dragan Maric;Guan Han Li,2020-06-01,2,"AIDS (London, England)",963-978,10.1097/QAD.0000000000002512,32379159.0,85084379740,2-s2.0-85084379740,Article,,https://api.elsevier.com/content/abstract/scopus_id/85084379740,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85084379740&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85084379740&origin=inward
Neurologic complications of coronavirus infections,Nath,Avindra Nath,2020-05-12,32,Neurology,809-810,10.1212/WNL.0000000000009455,32229625.0,85083557304,2-s2.0-85083557304,Editorial,NIH,https://api.elsevier.com/content/abstract/scopus_id/85083557304,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85083557304&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85083557304&origin=inward
CD8<sup>+</sup> T cells target cerebrovasculature in children with cerebral malaria,Nath,Kory R. Johnson;Brittany A. Riggle;Myoung Hwa Lee;Susan K. Pierce;Avindra Nath;Osorio Lopes Abath Neto;Dragan Maric;Terrie E. Taylor;Monica Manglani;Louis H. Miller;Dorian B. McGavern;Karl B. Seydel,2020-03-02,3,Journal of Clinical Investigation,1128-1138,10.1172/JCI133474,31821175.0,85081137051,2-s2.0-85081137051,Article,NIH,https://api.elsevier.com/content/abstract/scopus_id/85081137051,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85081137051&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85081137051&origin=inward
Advances toward curing HIV-1 infection in tissue reservoirs,Nath,Lauren B. Reoma;Lisa J. Henderson;Avindra Nath;Joseph A. Kovacs,2020-02-01,1,Journal of Virology,,10.1128/JVI.00375-19,31694954.0,85078116865,2-s2.0-85078116865,Review,OAR,https://api.elsevier.com/content/abstract/scopus_id/85078116865,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85078116865&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85078116865&origin=inward
The Pathogenesis of Nodding Syndrome,Nath,Tory P. Johnson;Avindra Nath;James Sejvar;Thomas B. Nutman,2020-01-24,0,Annual Review of Pathology: Mechanisms of Disease,395-417,10.1146/annurev-pathmechdis-012419-032748,31977293.0,85078303202,2-s2.0-85078303202,Review,,https://api.elsevier.com/content/abstract/scopus_id/85078303202,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85078303202&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85078303202&origin=inward
Neurotoxicities associated with checkpoint inhibitors: Two case reports and a review of the literature,Nath,Nicole N. Davarpanah;Martha Quezado;Lisa M. Cordes;Avindra Nath;Billel Gasmi;Andrea B. Apolo;Lauren B. Reoma;Omar I. Khan,2020-01-01,0,Clinical Case Reports,24-32,10.1002/ccr3.2534,,85075748697,2-s2.0-85075748697,Article,NIH,https://api.elsevier.com/content/abstract/scopus_id/85075748697,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85075748697&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85075748697&origin=inward
Neurological manifestations of Erdheim–Chester Disease,Nath,William A. Gahl;Juvianee I. Estrada-Veras;Fady Hannah-Shmouni;Louisa C. Boyd;Kevin J. O’Brien;Bernadette R. Gochuico;Neval Ozkaya;Avindra Nath;Tanya Lehky;Avner Meoded;Rahul H. Dave;Camilo Toro,2020-01-01,0,Annals of Clinical and Translational Neurology,,10.1002/acn3.51014,32227455.0,85082407052,2-s2.0-85082407052,Article,,https://api.elsevier.com/content/abstract/scopus_id/85082407052,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85082407052&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85082407052&origin=inward
Presence of Tat and transactivation response element in spinal fluid despite antiretroviral therapy,Nath,Robert A. Barclay;Joseph Steiner;Catherine Demarino;Joseph Snow;Justin McArthur;Fatah Kashanchi;Avindra Nath;Muzna Bachani;Ulisses A. Santamaria;Lauren Bowen Reoma;Tory P. Johnson;Lisa J. Henderson;Scott Letendre;Ned Sacktor;Bryan R. Smith,2019-12-01,8,AIDS,S145-S157,10.1097/QAD.0000000000002268,31789815.0,85075953371,2-s2.0-85075953371,Article,NINDS,https://api.elsevier.com/content/abstract/scopus_id/85075953371,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85075953371&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85075953371&origin=inward
Fatal encephalopathy with wild-type JC virus and ruxolitinib therapy,Nath,Daniel S. Reich;Phuong Vu;Marta Garcia Montojo;Marta Quezado;Richard Childs;Stephen M. Hewitt;Avindra Nath;Jamie Solis;Govind Nair;Erin Beck;Christopher Julius Trindade;Lauren Bowen Reoma;Maria Chiara Monaco;Kory Johnson;Omar I. Khan,2019-12-01,4,Annals of Neurology,878-884,10.1002/ana.25608,31600832.0,85074280688,2-s2.0-85074280688,Article,NIH,https://api.elsevier.com/content/abstract/scopus_id/85074280688,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85074280688&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85074280688&origin=inward
Involvement of organelles and inter-organellar signaling in the pathogenesis of HIV-1 associated neurocognitive disorder and Alzheimer's disease,Nath,Norman J. Haughey;Jonathan D. Geiger;Avindra Nath;Nabab Khan,2019-11-01,0,Brain Research,,10.1016/j.brainres.2019.146389,31425679.0,85070934250,2-s2.0-85070934250,Review,,https://api.elsevier.com/content/abstract/scopus_id/85070934250,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85070934250&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85070934250&origin=inward
Neuroinflammation and not tauopathy is a predominant pathological signature of nodding syndrome,Nath,Samir Kumar-Singh;Geoffrey Akena;Pamela R. Akun;Avindra Nath;Francis Olwa;Robert Colebunders;Martin Lammens;An Hotterbeekx;Richard Idro;Robert Lukande;Joneé Taylor,2019-11-01,7,Journal of Neuropathology and Experimental Neurology,1049-1058,10.1093/jnen/nlz090,31553445.0,85073655124,2-s2.0-85073655124,Article,ERC,https://api.elsevier.com/content/abstract/scopus_id/85073655124,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85073655124&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85073655124&origin=inward
Chronic Dengue Virus Panencephalitis in a Patient with Progressive Dementia with Extrapyramidal Features,Nath,Jonathan Howard;Steven Galetta;William A. Gahl;Ilya Kister;Jeffrey Kowalak;Camilo Toro;Juyun Kim;Tory P. Johnson;C. Christopher Lau;Myoung Hwa Lee;James Weisfeld-Adams;H. Benjamin Larman;Lauren B. Reoma;Carlos A. Pardo;Stephen S. Whitehead;Kory R. Johnson;Avindra Nath;Sanjay Kottapalli;Craig Blackstone;Arline Faustin;Matija Snuderl;Daniel Monaco,2019-11-01,3,Annals of Neurology,695-703,10.1002/ana.25588,31461177.0,85072194617,2-s2.0-85072194617,Article,"SOM, JHU",https://api.elsevier.com/content/abstract/scopus_id/85072194617,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85072194617&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85072194617&origin=inward
Safety and tolerability of Triumeq in amyotrophic lateral sclerosis: the Lighthouse trial,Nath,Matthew C. Kiernan;Steve Vucic;Leonard H. van den Berg;Mary Louise Rogers;Marta Garcia Montojo;Henk Jan Westeneng;Avindra Nath;Andrea Malaspina;Ammar Al-Chalabi;Vittoria Lombardi;Susan Mathers;Ulisses A. Santamaria;Gina Norato;Ruben P.A. van Eijk;Dominic B. Rowe;Puja R. Mehta;Julian Gold,2019-10-02,6,Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration,595-604,10.1080/21678421.2019.1632899,31284774.0,85068694658,2-s2.0-85068694658,Article,JPND,https://api.elsevier.com/content/abstract/scopus_id/85068694658,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85068694658&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85068694658&origin=inward
HIV and Alzheimer’s disease: complex interactions of HIV-Tat with amyloid β peptide and Tau protein,Nath,Eliezer Masliah;Alina Hategan;Avindra Nath,2019-10-01,2,Journal of NeuroVirology,648-660,10.1007/s13365-019-00736-z,31016584.0,85064914655,2-s2.0-85064914655,Article,NINDS,https://api.elsevier.com/content/abstract/scopus_id/85064914655,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85064914655&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85064914655&origin=inward
"Correction to: Astrocytes as an HIV CNS reservoir: highlights and reflections of an NIMH-sponsored symposium (Journal of NeuroVirology, (2018), 24, 6, (665-669), 10.1007/s13365-018-0691-8)",Nath,Jeymohan Joseph;Avindra Nath;Lena Al-Harthi,2019-08-01,1,Journal of NeuroVirology,616,10.1007/s13365-019-00726-1,31041681.0,85065259823,2-s2.0-85065259823,Erratum,,https://api.elsevier.com/content/abstract/scopus_id/85065259823,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85065259823&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85065259823&origin=inward
Technical considerations in detection of HERV-K in amyotrophic lateral sclerosis: selection of controls and the perils of qPCR,Nath,Avindra Nath;Wenxue Li;Marta Garcia-Montojo,2019-07-03,2,Acta neuropathologica communications,101,10.1186/s40478-019-0753-z,31269986.0,85069267321,2-s2.0-85069267321,Letter,NINDS,https://api.elsevier.com/content/abstract/scopus_id/85069267321,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85069267321&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85069267321&origin=inward
Future directions of training physician–scientists: Reimagining and remeasuring the workforce,Nath,Avindra Nath;John D. Heiss;Omar I. Khan;Wyatt P. Bensken,2019-05-01,0,Academic Medicine,659-663,10.1097/ACM.0000000000002581,30640263.0,85065305243,2-s2.0-85065305243,Review,NIH,https://api.elsevier.com/content/abstract/scopus_id/85065305243,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85065305243&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85065305243&origin=inward
Neuroinflammatory changes in relation to cerebrospinal fluid viral load in simian immunodeficiency virus encephalitis,Nath,Siva Muthusamy;Dima A. Hammoud;Paul Wakim;Dianne E. Lee;Sanhita Sinharay;Kenta Matsuda;William Schreiber-Stainthorp;Avindra Nath;Dragan Maric;Michele Di Mascio;Cheri A. Lee;William C. Reid;Falguni Basuli;Swati Shah;Vanessa Hirsch,2019-05-01,0,mBio,,10.1128/mBio.00970-19,31138753.0,85067115727,2-s2.0-85067115727,Article,NIH,https://api.elsevier.com/content/abstract/scopus_id/85067115727,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85067115727&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85067115727&origin=inward
Treatment of progressive multifocal leukoencephalopathy with pembrolizumab,Nath,Cornelius Weiller;Klaus Warnatz;Avindra Nath;Horst Urbach;Bodo Grimbacher;Steve Holland;Sebastian Rauer;Reinhard Marks,2019-04-25,18,New England Journal of Medicine,1676-1677,10.1056/NEJMc1817193,30969507.0,85064860482,2-s2.0-85064860482,Letter,,https://api.elsevier.com/content/abstract/scopus_id/85064860482,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85064860482&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85064860482&origin=inward
A longitudinal study of Ebola sequelae in Liberia,Nath,Elizabeth S. Higgs;Cavan Reilly;James D. Neaton;Allen O. Eghrari;Avindra Nath;Kenneth S. Jensen;Michael C. Sneller;Soka J. Moses;Mosoka P. Fallah;Lisa E. Hensley;H. Clifford Lane;Dehkontee Gayedyu-Dennis;Rachel J. Bishop;Justin Varughese;Moses Badio;Bonnie Dighero-Kemp;Kaylie Tuznik;Kumblytee L. Johnson,2019-03-07,23,New England Journal of Medicine,924-934,10.1056/NEJMoa1805435,30855742.0,85062697714,2-s2.0-85062697714,Article,NEI,https://api.elsevier.com/content/abstract/scopus_id/85062697714,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85062697714&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85062697714&origin=inward
HIV brain latency as measured by CSF BcL11b relates to disrupted brain cellular energy in virally suppressed HIV infection,Nath,Bruce J. Brew;Avindra Nath;Michael D. Lovelace;Matthew J. Lennon;Lucette A. Cysique;Lauriane Jugé;Tory P. Johnson;Thomas M. Gates;Simon P. Jones;Caroline D. Rae,2019-03-01,5,AIDS,433-441,10.1097/QAD.0000000000002076,30475266.0,85060905958,2-s2.0-85060905958,Article,OAR,https://api.elsevier.com/content/abstract/scopus_id/85060905958,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060905958&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85060905958&origin=inward
Clinicopathology conference: 41-year-old woman with chronic relapsing meningitis,Nath,Elise M. O'Connell;Daniel S. Reich;Kelsey C. Zorn;Erin S. Beck;Hannah A. Sample;Theodore Nash;Avindra Nath;Arun Venkatesan;Michael R. Wilson;Lillian M. Khan;Prashanth S. Ramachandran;Joseph L. DeRisi,2019-02-01,4,Annals of Neurology,161-169,10.1002/ana.25400,30565288.0,85059582124,2-s2.0-85059582124,Conference Paper,NIH,https://api.elsevier.com/content/abstract/scopus_id/85059582124,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85059582124&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85059582124&origin=inward
"Herpes Viruses, Alzheimer’s Disease, and Related Dementias: Unifying or Confusing Hypothesis?",Nath,Avindra Nath,2019-01-15,0,Neurotherapeutics,180-181,10.1007/s13311-018-00701-4,30644072.0,85060140193,2-s2.0-85060140193,Article,,https://api.elsevier.com/content/abstract/scopus_id/85060140193,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060140193&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85060140193&origin=inward
Parasitic Infections of the Nervous System,Nath,Oscar H. Del Brutto;Avindra Nath;Hector H. Garcia,2019-01-01,1,Seminars in Neurology,358-368,10.1055/s-0039-1693036,31378871.0,85070390834,2-s2.0-85070390834,Article,,https://api.elsevier.com/content/abstract/scopus_id/85070390834,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85070390834&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85070390834&origin=inward
Potential mechanism for HIV-associated depression: Upregulation of serotonin transporters in SIV-infected macaques detected by 11c-DASB PET,Nath,Siva Muthusamy;Dima A. Hammoud;Paul Wakim;Michele Di Mascio;Kenta Matsuda;Sanhita Sinharay;William Schreiber-Stainthorp;Avindra Nath;Dianne Lee;Swati Shah;Vanessa Hirsch,2019-01-01,0,Frontiers in Psychiatry,,10.3389/fpsyt.2019.00362,,85068116224,2-s2.0-85068116224,Article,NIH,https://api.elsevier.com/content/abstract/scopus_id/85068116224,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85068116224&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85068116224&origin=inward
In-vivoMRI reveals changes to intracerebral vasculature caliber in HIV infection,Nath,Cristah Artrip;Stanley I. Rapoport;Daniel S. Reich;Caryn Morse;Tianxia Wu;Joseph Snow;Chuen Yen Lau;Avindra Nath;Sally Steinbach;Govind Nair;Paba M. De Alwis;Bryan R. Smith;Edmund Tramont,2019-01-01,0,Frontiers in Neurology,,10.3389/fneur.2019.00687,,85069149573,2-s2.0-85069149573,Article,OAR,https://api.elsevier.com/content/abstract/scopus_id/85069149573,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85069149573&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85069149573&origin=inward
Metacognition and emotion – How accurate perception of own biases relates to positive feelings and hedonic capacity,Nugent,Pawel Kleka;Hanna Brycz;Allison C. Nugent;Joanna E. Szczepanik;Carlos A. Zarate;Agnieszka Fanslau,2020-07-01,0,Consciousness and Cognition,,10.1016/j.concog.2020.102936,32416543.0,85084468406,2-s2.0-85084468406,Article,NARSAD,https://api.elsevier.com/content/abstract/scopus_id/85084468406,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85084468406&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85084468406&origin=inward
"Correction: Ketamine metabolites, clinical response, and gamma power in a randomized, placebo-controlled, crossover trial for treatment-resistant major depression (Neuropsychopharmacology, (2020), 45, 8, (1398-1404), 10.1038/s41386-020-0663-6)",Nugent,Allison C. Nugent;Cristan A. Farmer;Todd D. Gould;Jacqueline Lovett;Lilian Adeojo;Peixiong Yuan;Jessica R. Gilbert;Carlos A. Zarate;Bashkim Kadriu;Jomy George;Lawrence T. Park;Ruin Moaddel,2020-07-01,0,Neuropsychopharmacology,1405,10.1038/s41386-020-0699-7,32376872.0,85085076323,2-s2.0-85085076323,Erratum,,https://api.elsevier.com/content/abstract/scopus_id/85085076323,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85085076323&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85085076323&origin=inward
"Ketamine metabolites, clinical response, and gamma power in a randomized, placebo-controlled, crossover trial for treatment-resistant major depression",Nugent,Allison C. Nugent;Cristan A. Farmer;Todd D. Gould;Jacqueline Lovett;Lilian Adeojo;Peixiong Yuan;Jessica R. Gilbert;Carlos A. Zarate;Bashkim Kadriu;Jomy George;Lawrence T. Park;Ruin Moaddel,2020-07-01,3,Neuropsychopharmacology,1398-1404,10.1038/s41386-020-0663-6,32252062.0,85083440937,2-s2.0-85083440937,Article,NARSAD,https://api.elsevier.com/content/abstract/scopus_id/85083440937,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85083440937&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85083440937&origin=inward
The Effect of Ketamine on Electrophysiological Connectivity in Major Depressive Disorder,Nugent,Elizabeth D. Ballard;Allison C. Nugent;Matthew J. Brookes;Prejaas K. Tewarie;Carlos A. Zarate;Jessica R. Gilbert,2020-06-10,0,Frontiers in Psychiatry,,10.3389/fpsyt.2020.00519,,85087025785,2-s2.0-85087025785,Article,NIMH,https://api.elsevier.com/content/abstract/scopus_id/85087025785,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85087025785&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85087025785&origin=inward
Evaluating global brain connectivity as an imaging marker for depression: influence of preprocessing strategies and placebo-controlled ketamine treatment,Nugent,Allison C. Nugent;Carlos A. Zarate;Anahit Mkrtchian;Bashkim Kadriu;Jennifer W. Evans;Christoph Kraus,2020-05-01,5,Neuropsychopharmacology,982-989,10.1038/s41386-020-0624-0,31995812.0,85079180564,2-s2.0-85079180564,Article,NARSAD,https://api.elsevier.com/content/abstract/scopus_id/85079180564,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85079180564&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85079180564&origin=inward
"Correction to: Mapping anticipatory anhedonia: an fMRI study (Brain Imaging and Behavior, (2019), 13, 6, (1624-1634), 10.1007/s11682-019-00084-w)",Nugent,Elizabeth D. Ballard;Allison C. Nugent;Joanna E. Szczepanik;Carl W. Lejuez;Carlos A. Zarate;Jennifer W. Evans;Jessica L. Reed,2020-04-01,0,Brain Imaging and Behavior,640,10.1007/s11682-019-00131-6,31172359.0,85067023923,2-s2.0-85067023923,Erratum,,https://api.elsevier.com/content/abstract/scopus_id/85067023923,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85067023923&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85067023923&origin=inward
Magnetoencephalographic Correlates of Suicidal Ideation in Major Depression,Nugent,Elizabeth D. Ballard;Allison C. Nugent;Christina S. Galiano;Carlos A. Zarate;Jessica R. Gilbert,2020-03-01,1,Biological Psychiatry: Cognitive Neuroscience and Neuroimaging,354-363,10.1016/j.bpsc.2019.11.011,31928949.0,85077719703,2-s2.0-85077719703,Article,FNIH,https://api.elsevier.com/content/abstract/scopus_id/85077719703,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85077719703&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85077719703&origin=inward
